"Index"	"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"	"last.observed"
31	"Comoros"	174	39.5	41	43	45	47	49	51	53	54.33	55.67	57	58.33	60.32	62.02	63.59	65.03	66.34	67.52	68.6	69.59	70.49	71.33	72.1	72.82	73.5	74.13	74.73	75.3	75.85	76.37	"2008"
32	"Costa Rica"	188	56.04	58.82	61.59	63.91	66.05	68.88	71.59	72.93	73.96	74.99	75.82	76.45	77.02	77.52	77.97	78.36	78.7	79	79.27	79.5	79.5	79.5	79.5	79.5	79.5	79.5	79.5	79.5	79.5	79.5	"2008"
33	"Croatia"	191	59.32	61.25	62.82	63.99	65.23	65.75	66.58	68.15	69.04	70.94	71.36	72.57	73.72	74.61	75.41	76.15	76.85	77.52	78.16	78.77	79.36	79.94	80.51	81.06	81.6	82.14	82.66	83.19	83.7	84.22	"2008"
34	"Cuba"	192	57.77	60.76	63.81	67	69.43	71.45	72.63	72.82	72.93	74.2	75.29	76.22	77.02	77.82	78.32	78.82	79.32	79.82	80.32	80.81	80.81	80.81	80.81	80.81	80.81	80.81	80.81	80.81	80.81	80.81	"2008"
35	"Curaçao"	531	59.08	62.97	64.77	66.36	67.54	69.49	70.87	71.43	71.47	71.11	71.2	72.65	73.51	74.3	75.04	75.73	76.39	77.01	77.59	78.16	78.64	79.08	79.48	79.88	80.29	80.68	81.06	81.42	81.79	82.16	"2008"
36	"Cyprus"	196	64.79	66.75	68.43	69.88	71.15	72.26	73.24	74.11	74.89	75.61	76.25	76.85	77.69	78.26	78.83	79.36	79.87	80.38	80.87	81.34	81.82	82.28	82.74	83.19	83.64	84.08	84.52	84.95	85.37	85.81	"2008"
37	"Czech Republic"	203	63.9	66.69	67.32	66.69	66.45	67.11	67.13	67.79	68.57	70.55	72.06	73.64	74.74	75.53	76.27	76.96	77.62	78.25	78.86	79.46	80.03	80.59	81.14	81.69	82.22	82.75	83.27	83.78	84.3	84.81	"2008"
38	"Dem. People's Rep. of Korea"	408	32.57	49.03	48.37	53.89	58.24	61.51	63.53	65.02	66.08	60	64.18	64.8	65.89	66.75	67.56	68.48	69.48	70.39	71.23	72.01	72.74	73.42	74.06	74.66	75.24	75.79	76.31	76.81	77.3	77.76	"2008"
39	"Dem. Republic of the Congo"	180	37.6	39.09	40.17	41.53	43.32	44.18	45.18	45.76	47.06	44.31	46.61	46.63	48.09	49.48	50.89	52.56	54.49	56.43	58.32	60.14	61.85	63.44	64.89	66.21	67.41	68.5	69.49	70.4	71.24	72.02	"2008"
40	"Denmark"	208	69.62	70.43	70.43	70.55	70.9	71.34	71.43	71.82	72.51	73.52	74.91	76.31	76.72	77.4	78.05	78.67	79.27	79.86	80.42	80.98	81.52	82.06	82.59	83.11	83.62	84.13	84.63	85.14	85.64	86.14	"2008"
41	"Dominican Republic"	214	44.74	48.56	52.14	55.39	58.13	60.27	62.1	64.29	66.47	67.25	68.11	69.18	70.16	71.05	71.84	72.55	73.17	73.72	74.21	74.63	74.63	74.63	74.63	74.63	74.63	74.63	74.63	74.63	74.63	74.63	"2008"
42	"Ecuador"	218	47.13	50.13	53.43	55.36	57.36	59.68	62.47	65.29	67.56	69.65	71.3	72.12	72.91	73.64	74.32	74.96	75.56	76.11	76.63	77.1	77.1	77.1	77.1	77.1	77.1	77.1	77.1	77.1	77.1	77.1	"2008"
43	"Egypt"	818	40.6	45.29	47.92	49.9	51.14	54.71	57.66	61.22	63.08	65.6	66.65	67.62	68.79	69.76	70.65	71.58	72.54	73.41	74.21	74.95	75.65	76.31	76.94	77.53	78.11	78.66	79.2	79.72	80.22	80.72	"2008"
44	"El Salvador"	222	43.39	47.22	50.48	52.55	53.19	51.93	50.56	57.42	63.26	64.36	65.42	66.45	67.45	68.45	69.45	70.45	71.25	72.05	72.85	73.65	73.65	73.65	73.65	73.65	73.65	73.65	73.65	73.65	73.65	73.65	"2008"
45	"Eritrea"	232	33.93	34.92	35.89	37.19	39.13	40.91	41.99	44.41	48.05	52.23	55.2	57.61	59.64	61.38	63	64.49	65.85	67.08	68.2	69.22	70.15	71.01	71.81	72.55	73.24	73.89	74.5	75.09	75.64	76.17	"2008"
46	"Estonia"	233	57.06	62.36	64.89	65.67	65.38	64.17	64.06	65.57	62.85	63.58	65.53	68.04	69.77	70.91	71.93	72.85	73.69	74.47	75.2	75.89	76.53	77.15	77.74	78.31	78.85	79.38	79.9	80.4	80.89	81.37	"2008"
47	"Fiji"	242	50.12	52.76	55.11	57.21	59.1	60.69	62.02	63.12	64.04	64.83	65.5	66.09	66.9	67.7	68.46	69.44	70.63	71.68	72.61	73.49	74.29	75.02	75.72	76.38	76.98	77.58	78.15	78.71	79.25	79.76	"2008"
48	"Finland"	246	62.66	64.61	65.45	65.73	66.51	68.08	69.96	70.58	71.77	73.3	74.81	76.01	79.65	80.48	81.15	81.7	82.24	82.78	83.3	83.81	84.33	84.83	85.34	85.84	86.34	86.84	87.33	87.81	88.31	88.79	"2008"
49	"France"	250	64.05	65.91	67.18	67.64	68.55	69.54	70.62	71.9	73.12	74.41	75.78	77.35	78.44	79.33	80.16	80.83	81.38	81.92	82.45	82.97	83.49	84.01	84.52	85.03	85.53	86.03	86.53	87.03	87.52	88.02	"2008"
50	"French Guiana"	254	50.32	53	56.35	61.36	62.5	63.07	66	68.2	70	71.5	71.91	72.55	73.42	74.22	74.97	75.66	76.32	76.95	77.55	78.12	78.67	79.21	79.73	80.23	80.73	81.21	81.68	82.15	82.61	83.06	"2008"
51	"French Polynesia"	258	48.01	53.56	55.66	57.59	59.4	61.09	64	65.64	67.65	68.97	70.65	72.82	73.93	75.26	76.42	77.27	77.85	78.41	78.95	79.48	79.99	80.49	80.98	81.46	81.93	82.39	82.85	83.3	83.74	84.18	"2008"
52	"Gambia"	270	29.09	30.36	31.62	34.64	38.89	43.04	47.01	50.14	51.53	53.1	54.73	56.24	57.72	59.01	60.25	61.68	63.28	64.75	66.08	67.29	68.39	69.39	70.31	71.16	71.95	72.68	73.36	74	74.61	75.19	"2008"
53	"Georgia"	268	56.74	58.7	60.67	62.63	64.1	65.56	65.63	66.48	66.1	67.24	68.86	69.76	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	"2008"
54	"Germany"	276	65.3	66.29	67.12	67.6	67.89	68.89	70.2	71.59	72.45	73.93	75.57	77.07	77.81	78.44	79.04	79.63	80.2	80.76	81.31	81.85	82.38	82.9	83.42	83.94	84.45	84.96	85.46	85.96	86.46	86.96	"2008"
55	"Greece"	300	63.75	64.84	66.9	67.55	69.17	70	71.36	72.53	74.8	75.24	76.32	77.25	77.62	78.19	78.74	79.27	79.79	80.29	80.78	81.27	81.74	82.21	82.66	83.12	83.56	84	84.44	84.87	85.3	85.73	"2008"
56	"Grenada"	308	54.43	56.9	59.02	60.82	62.35	63.68	64.82	65.82	66.7	67.48	68.52	69.61	70.78	71.82	72.73	73.6	74.4	75.11	75.81	76.47	77.1	77.68	78.27	78.82	79.34	79.87	80.39	80.89	81.38	81.86	"2008"
57	"Guadeloupe"	312	51.8	55.18	58.17	60.85	63.27	65.47	67.49	69.36	71.1	72.72	74.26	75.7	76.11	76.79	77.42	78.06	78.7	79.31	79.9	80.49	81.06	81.63	82.19	82.75	83.3	83.85	84.38	84.92	85.44	85.96	"2008"
58	"Guam"	316	55.35	57.85	60.35	62.6	64.6	66.35	67.85	69.2	70.4	71.9	73.6	74.7	74.14	74.89	75.59	76.25	76.88	77.48	78.06	78.61	79.15	79.67	80.18	80.67	81.16	81.63	82.1	82.56	83.01	83.46	"2008"
59	"Guatemala"	320	41.8	43.7	46.2	49	52.4	54.43	56.11	58.31	60.51	62.87	65.5	66.73	67.92	69.05	70.12	71.13	72.07	72.95	73.76	74.5	74.5	74.5	74.5	74.5	74.5	74.5	74.5	74.5	74.5	74.5	"2008"
60	"Guinea-Bissau"	624	39.62	40.64	41.53	42.35	42.83	43.61	44.68	46.1	47.79	49.42	51.2	51.57	53.14	54.56	55.95	57.59	59.44	61.19	62.83	64.33	65.7	66.95	68.08	69.11	70.05	70.92	71.72	72.47	73.17	73.82	"2008"
61	"Guyana"	328	54.59	55.08	55.55	56.02	56.48	56.92	57.36	58.08	58.82	59.52	60.42	62.68	67.19	68.77	70.1	71.19	72.09	72.91	73.7	74.49	75.28	76	76.62	77.25	77.83	78.39	78.93	79.46	79.99	80.52	"2008"
62	"Hungary"	348	61.88	64.68	66.47	66.83	66.83	66.34	65.27	65.4	64.95	66.52	68.36	69.67	71.11	72.25	73.27	74.13	74.88	75.58	76.25	76.88	77.48	78.05	78.61	79.14	79.67	80.17	80.67	81.15	81.63	82.1	"2008"
63	"Iceland"	352	69.86	70.96	71.13	71.09	71.23	73.37	73.8	75.09	76.18	76.77	78.62	79.57	80.26	80.82	81.38	81.93	82.47	83.01	83.53	84.04	84.55	85.06	85.57	86.07	86.57	87.06	87.56	88.05	88.55	89.03	"2008"
64	"India"	356	37.12	40.57	44.13	47.86	51.11	54.21	56.17	57.65	58.6	60.2	61.82	63.33	64.63	65.75	66.76	67.62	68.54	69.36	70.18	70.96	71.67	72.4	73.16	73.97	74.81	75.74	76.61	77.53	78.38	79.18	"2008"
65	"Indonesia"	360	37.17	41.54	45.6	49.26	52.51	55.46	58.1	60.45	62.56	64.43	66.11	67.62	68.28	69.84	71.16	72.22	73.13	73.94	74.72	75.43	76.08	76.74	77.34	77.91	78.47	79.02	79.55	80.04	80.55	81.03	"2008"
66	"Iran (Islamic Republic of)"	364	42.12	44.51	46.89	49.17	52.52	56.24	45.15	55.17	65.77	67.7	69.43	70.51	71.73	72.93	74.09	75.24	76.44	77.53	78.48	79.32	80.12	80.91	81.7	82.47	83.22	84	84.75	85.44	86.18	86.86	"2008"
67	"Iraq"	368	37.02	45.03	51.48	56.75	59.48	61.32	53.03	60.9	68.09	68.67	68.34	65.09	79.63	80.45	81.11	81.66	82.19	82.72	83.24	83.76	84.27	84.78	85.28	85.78	86.29	86.78	87.28	87.78	88.27	88.76	"2008"
68	"Ireland"	372	65.39	67.32	68.24	68.63	68.77	69.36	70.39	71.35	72.56	73.23	75.06	77.23	78.13	78.99	79.83	80.64	81.41	82.17	82.9	83.6	84.29	84.95	85.59	86.21	86.81	87.39	87.95	88.5	89.02	89.54	"2008"
69	"Israel"	376	67.54	68.69	69.59	70.32	71.06	71.92	72.94	74.05	75.22	76.4	77.6	78.8	79.71	80.67	81.62	82.57	83.54	84.48	85.39	86.31	87.26	88.22	89.17	90.08	91.06	91.97	92.92	93.84	94.8	95.7	"2008"
70	"Italy"	380	64.44	66.08	66.91	67.94	69.1	70.15	71.41	72.97	74.01	75.45	77.21	78.71	79.63	80.52	81.37	82.18	82.97	83.72	84.45	85.15	85.82	86.47	87.09	87.7	88.27	88.83	89.37	89.88	90.38	90.86	"2008"
71	"Japan"	392	60.4	64.08	66.5	68.68	70.47	72.64	74.12	75.53	76.27	77.06	78.28	79.18	80.47	81.71	82.91	84.06	85.17	86.24	87.26	88.25	89.19	90.09	90.95	91.78	92.57	93.32	94.04	94.72	95.37	96	"2008"
72	"Jordan"	400	47.11	50.7	54.18	57.57	60.75	63.67	65.9	67.85	69.09	69.95	70.77	71.52	72.13	72.78	73.44	74.09	74.87	75.61	76.42	77.18	77.84	78.5	79.19	79.87	80.47	81.12	81.78	82.34	82.93	83.48	"2008"
73	"Kazakhstan"	398	50.17	52.21	54.25	56.29	57.83	58.87	60.45	62.39	60.53	57.46	59.07	60.18	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	"2008"
74	"Kiribati"	296	41.3	43.55	45.8	48.05	50.3	52.55	54.8	57.24	58.57	60.85	62.67	64.32	65.69	66.94	68.07	69.25	70.45	71.51	72.48	73.35	74.16	74.91	75.61	76.27	76.9	77.5	78.07	78.63	79.16	79.68	"2008"
75	"Kuwait"	414	52.43	57.1	60.85	63.62	65.73	67.51	69.31	70.79	71.67	72.24	72.66	73.07	73.4	73.85	74.37	74.93	75.56	76.19	76.84	77.51	78.09	78.71	79.31	79.85	80.36	80.96	81.54	82.07	82.51	83.09	"2008"
76	"Kyrgyzstan"	417	48.75	50.89	53.04	55.17	56.81	57.96	59.61	61.97	62.12	61.97	62.7	62.67	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	"2008"
77	"Lao People's Dem. Republic"	418	39.12	40.73	42.37	43.98	45.63	47.14	48.62	51.15	54.92	58.72	61.92	64.47	66.81	68.73	70.13	71.03	71.82	72.43	72.97	73.62	74.31	75	75.61	76.24	76.81	77.57	78.07	78.56	79.06	79.53	"2008"
78	"Latvia"	428	58.19	63.44	65.93	65.97	65.09	63.62	63.6	65.59	61.71	62.85	65.15	65.96	68.79	70.04	71.15	72.14	73.05	73.88	74.65	75.36	76.04	76.68	77.29	77.87	78.43	78.98	79.5	80.01	80.51	81	"2008"
79	"Lebanon"	422	58.89	60.76	62.29	63.66	64.96	65.86	66.68	67.93	69.62	71.73	73.91	76.24	76.84	77.44	78.1	78.84	79.56	80.41	81.38	82.29	83.11	83.93	84.73	85.55	86.31	87.02	87.72	88.47	89.17	89.85	"2008"
80	"Libya"	434	35.6	37.87	45.67	51.98	56.63	60.74	63.9	65.93	67.81	69.52	71.12	72.4	73.44	74.24	74.98	75.68	76.33	76.96	77.56	78.13	78.68	79.22	79.74	80.24	80.73	81.22	81.69	82.16	82.62	83.07	"2008"
81	"Lithuania"	440	57.29	63.37	66.29	67.39	66.75	65.74	65.36	66.9	64.15	64.5	65.74	65.21	67.22	68.33	69.34	70.39	71.46	72.43	73.31	74.12	74.87	75.57	76.24	76.87	77.47	78.04	78.6	79.14	79.66	80.17	"2008"
82	"Luxembourg"	442	63.19	64.59	66	66.55	66.8	67.8	69.34	70.73	72.24	73.6	75.13	76.73	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	"2008"
83	"Madagascar"	450	34.77	37.39	39.81	42.15	44.64	46.42	48.4	49.63	51.68	55.49	58.81	60.81	62.68	64.65	66.38	67.76	68.8	69.78	70.67	71.47	72.23	72.95	73.6	74.23	74.83	75.4	75.92	76.44	76.94	77.42	"2008"
84	"Malaysia"	458	53.85	57.1	60.08	62.33	64.23	65.84	67.22	68.43	69.48	70.42	71.26	71.83	72.51	73.4	74.21	74.95	75.65	76.31	76.94	77.52	78.09	78.64	79.19	79.72	80.22	80.72	81.2	81.66	82.13	82.58	"2008"
85	"Maldives"	462	35.1	37.11	39.43	43.15	46.92	51.02	56.5	59.95	62.85	67.35	71.82	74.64	76.5	78.18	79.62	80.69	81.65	82.52	83.31	84.11	84.82	85.49	86.14	86.84	87.42	88.02	88.57	89.19	89.77	90.33	"2008"
86	"Mali"	466	26.3	27.31	27.75	29.94	33.34	36.84	40.69	45.14	47.46	48.26	50.66	52.9	55.04	56.97	58.84	60.63	62.31	63.85	65.27	66.55	67.72	68.78	69.75	70.64	71.47	72.23	72.94	73.61	74.24	74.84	"2008"
87	"Malta"	470	64.16	64.69	66.15	67.52	68.81	70.04	71.2	72.31	73.37	74.39	75.38	76.34	77.61	78.24	78.85	79.44	80.02	80.58	81.14	81.68	82.22	82.75	83.27	83.78	84.29	84.8	85.31	85.8	86.3	86.8	"2008"
88	"Martinique"	474	54.39	57.67	60.7	63.45	65.66	67.66	69.48	71.15	72.69	74.13	75.47	76.71	77.32	77.9	78.47	79.01	79.54	80.05	80.55	81.04	81.5	81.97	82.44	82.89	83.34	83.79	84.23	84.66	85.1	85.52	"2008"
89	"Mauritania"	478	38.51	41.46	44.59	47.01	49.09	51.31	54.42	56.48	57.5	58.02	58.42	59.17	60.51	61.67	62.77	64.04	65.44	66.71	67.86	68.91	69.87	70.75	71.57	72.32	73.03	73.69	74.32	74.91	75.47	76.01	"2008"
90	"Mauritius"	480	49.03	53.96	59.39	60.76	60.73	61.46	64.52	64.74	66.63	66.75	68.85	69.4	70.4	71.26	72.03	72.86	73.69	74.47	75.19	75.88	76.52	77.14	77.73	78.3	78.85	79.38	79.89	80.4	80.89	81.37	"2008"
91	"Mayotte"	175	44.91	49.87	53.95	57.49	60.54	63.22	65.59	67.7	69.61	71.36	72.97	74.47	74.16	74.89	75.61	76.2	76.71	77.2	77.66	78.12	78.56	78.98	79.4	79.81	80.22	80.6	80.99	81.37	81.74	82.09	"2008"
92	"Mexico"	484	48.92	53.34	56.42	58.16	60.09	62.21	64.44	66.76	69.03	71.26	72.43	73.74	74.85	75.78	76.57	77.23	77.77	78.22	78.6	78.9	78.9	78.9	78.9	78.9	78.9	78.9	78.9	78.9	78.9	78.9	"2008"
93	"Micronesia (Fed. States of)"	583	54.05	56.05	58.05	60.05	62.15	64.25	64.81	65.38	65.94	66.5	66.92	67.56	68.33	69.05	69.74	70.64	71.68	72.63	73.49	74.29	75.03	75.72	76.38	77	77.59	78.17	78.72	79.25	79.77	80.27	"2008"
94	"Mongolia"	496	41.74	44.05	49.04	52.1	54.58	54.96	55.39	57.71	58.02	59.14	60.14	61.91	65.04	66.35	67.54	68.78	70.03	71.14	72.14	73.05	73.88	74.65	75.37	76.05	76.69	77.3	77.88	78.43	78.96	79.48	"2008"
95	"Montenegro"	499	58.28	61.01	64.7	66.78	68.59	69.33	71.44	71.99	72.48	72.12	71.85	72.35	73.32	74.13	74.88	75.58	76.24	76.87	77.47	78.05	78.6	79.14	79.66	80.17	80.66	81.15	81.63	82.09	82.55	83.01	"2008"
96	"Morocco"	504	44	45.76	48.59	50.63	52.49	54.66	58.05	61.69	64.26	65.99	66.9	67.92	69.06	70.01	70.88	71.68	72.43	73.13	73.79	74.41	75	75.55	76.09	76.6	77.09	77.57	78.03	78.47	78.9	79.32	"2008"
97	"Myanmar"	104	33.11	38.37	41.41	47.07	49.4	51.56	53.61	55.56	57.41	59.15	60.77	62.11	63.88	65.29	66.58	67.91	69.27	70.46	71.53	72.49	73.36	74.17	74.91	75.61	76.28	76.9	77.5	78.08	78.63	79.17	"2008"
98	"Nepal"	524	36.02	37.82	39.55	41.39	43.49	46.01	49.1	52.71	56.39	59.68	62.52	64.91	67.16	69.03	70.58	71.82	72.88	73.85	74.92	75.99	76.88	77.68	78.39	79.06	79.75	80.46	81.04	81.72	82.38	82.96	"2008"
99	"Netherlands"	528	70.64	71.24	71.19	71.01	71.2	71.98	72.81	73.46	74.22	75.07	76.24	78.01	79.15	79.99	80.68	81.22	81.77	82.3	82.82	83.34	83.86	84.37	84.88	85.38	85.89	86.39	86.89	87.38	87.88	88.37	"2008"
100	"New Caledonia"	540	49.59	53.41	56.43	59.12	61.53	63.67	65.57	67.27	68.78	70.12	71.33	72.4	73.79	74.65	75.43	76.16	76.79	77.38	77.96	78.53	79.07	79.58	80.08	80.59	81.08	81.56	82.02	82.49	82.94	83.37	"2008"
101	"New Zealand"	554	67.58	68.22	68.53	68.26	68.64	69.36	70.67	71.33	73.43	74.79	76.66	78.16	78.87	79.71	80.4	80.96	81.5	82.04	82.57	83.09	83.61	84.12	84.63	85.14	85.64	86.14	86.64	87.14	87.63	88.13	"2008"
102	"Nicaragua"	558	40.89	44.11	47.31	50.51	53.7	55.29	56.46	59	63.53	65.89	67.97	69.91	71.51	72.59	73.66	74.17	74.6	74.89	75.08	75.21	75.21	75.21	75.21	75.21	75.21	75.21	75.21	75.21	75.21	75.21	"2008"
103	"Niger"	562	35.04	35.36	35.74	35.95	36.59	37.94	40.66	42.5	45.18	48.9	52.49	55.58	56.61	58.5	60.3	62	63.58	65.01	66.32	67.51	68.59	69.58	70.48	71.32	72.09	72.81	73.49	74.12	74.73	75.3	"2008"
