"Index"	"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
215	"United States of America"	840	71.68	72.97	73.58	74.14	75.18	77.03	77.93	78.35	79.02	79.35	79.77	80.51	81.31	82	82.66	83.29	83.9	84.48	85.06	85.61	86.16	86.7	87.23	87.76	88.27	88.79	89.3	89.8	90.3	90.8
216	"Oceania"	909	63.07573901	65.21056699	66.87543299	68.19067701	69.55697537	71.60124465	73.66927406	74.13087091	75.63302846	76.48198549	77.72040186	79.00104806	79.94664286	80.82877852	81.60403945	82.31809508	82.96785718	83.56918215	84.1199594	84.62452514	85.09444503	85.54069977	85.97527379	86.40014528	86.81032196	87.21537207	87.61369235	88.02587547	88.44616819	88.87515022
217	"Australia/New Zealand"	927	72.1270667	73.45767961	74.18918972	74.40503681	75.08792733	76.83902202	78.27640732	78.93185488	80.30826808	81.34038863	82.54107356	83.4776297	84.01916269	84.60818867	85.17564439	85.73893255	86.28559893	86.8224509	87.35638922	87.88020529	88.39596308	88.90970689	89.42156632	89.92758165	90.4299186	90.93190907	91.42335186	91.92404963	92.41450281	92.90732911
218	"Australia"	36	72.17	73.51	74.22	74.39	75.13	77.04	78.59	79.26	80.55	81.61	82.81	83.75	84.27	84.85	85.41	85.97	86.51	87.04	87.57	88.09	88.6	89.11	89.62	90.12	90.62	91.12	91.61	92.11	92.6	93.09
219	"New Zealand"	554	71.95	73.24	74.06	74.47	74.9	75.94	76.84	77.39	79.1	80.04	81.22	82.16	82.77	83.4	84	84.58	85.15	85.71	86.26	86.79	87.32	87.85	88.36	88.88	89.38	89.89	90.39	90.89	91.38	91.88
220	"Melanesia"	928	38.50806242	41.26929316	44.19977455	48.17186985	51.41198773	54.70822671	59.1502613	59.28765034	61.10233484	62.10493722	63.58433527	65.38887005	67.12812864	68.76693971	70.24148118	71.60132177	72.83352557	73.92846913	74.89909246	75.76589705	76.56126045	77.28154712	77.94712086	78.56827765	79.14683876	79.69831266	80.22408368	80.72391726	81.20667444	81.6734798
221	"Fiji"	242	54.67	56.97	59.02	60.84	62.49	63.91	65.5	66.95	68.29	69.55	70.74	71.9	72.27	73.11	73.88	74.87	76	77.02	77.9	78.72	79.47	80.17	80.82	81.44	82.03	82.59	83.13	83.62	84.12	84.61
222	"New Caledonia"	540	52.04	56.46	60.47	63.82	66.62	68.99	71.01	72.77	74.32	75.71	76.98	78.71	80.49	81.22	81.9	82.53	83.05	83.59	84.08	84.58	85.05	85.51	85.97	86.41	86.85	87.29	87.73	88.15	88.57	88.97
223	"Papua New Guinea"	598	35.69	38.18	41	45.18	48.68	52.23	57.46	57.6	59.54	60.39	61.78	63.66	65.52	67.27	68.86	70.3	71.59	72.74	73.77	74.69	75.54	76.31	77.02	77.68	78.29	78.87	79.42	79.94	80.44	80.92
224	"Solomon Islands"	90	46.4	48.9	51.4	53.9	56.4	58.9	59.53	56.29	58.82	62	66	67.76	70	71.8	73.35	74.69	75.85	76.88	77.79	78.62	79.38	80.08	80.74	81.36	81.95	82.51	83.05	83.58	84.08	84.57
225	"Vanuatu"	548	43.42	46.48	49.47	52.48	55.62	58.73	61.83	63.59	65.84	68.22	70.32	72.06	73.58	74.86	75.99	76.99	77.89	78.7	79.47	80.16	80.79	81.41	82	82.56	83.1	83.6	84.11	84.6	85.07	85.55
226	"Micronesia"	954	54.66013589	56.76036432	58.90431566	60.89360184	63.11254399	64.99891023	66.42809589	68.04375175	69.68492738	71.35773164	72.77345111	74.05462289	75.22144251	76.3009346	77.2641363	78.2251705	79.15428607	79.97107238	80.69965695	81.35554685	81.94713917	82.48079451	82.97745676	83.45545593	83.93179637	84.41085899	84.88146692	85.33865924	85.78471073	86.22134705
227	"Guam"	316	59.68	62.18	64.68	67.08	69.23	70.98	72.48	73.83	75.03	76.03	77.04	77.94	78.83	79.57	80.26	80.91	81.52	82.1	82.66	83.2	83.71	84.21	84.7	85.18	85.64	86.1	86.55	86.99	87.42	87.85
228	"Micronesia (Fed. States of)"	583	55.15	57.15	59.15	61.15	63.25	65.35	65.91	66.48	67.04	67.6	68.2	69.11	70.17	71.16	72.06	73.24	74.59	75.77	76.8	77.72	78.56	79.32	80.03	80.69	81.32	81.91	82.47	83.01	83.54	84.04
229	"Polynesia"	957	52.46839935	56.12118479	58.39785238	60.79571779	62.82164686	64.88570668	67.71411374	69.90853121	71.6828043	73.0690071	74.5914837	75.81739669	76.82546291	77.69095533	78.45700539	79.17553075	79.87133757	80.53143115	81.16143269	81.76213646	82.33243377	82.86915708	83.38304829	83.88164026	84.36202695	84.82977212	85.2795694	85.71404079	86.14688441	86.57614859
230	"French Polynesia"	258	50	56.36	58.79	61.25	62.96	64.88	69	71.1	72.84	74.22	75.95	77.08	78.07	78.88	79.62	80.3	80.95	81.56	82.15	82.71	83.26	83.79	84.31	84.82	85.32	85.82	86.32	86.82	87.32	87.82
231	"Samoa"	882	49.6	52.1	54.6	57.1	59.6	62.1	64.6	67.1	69.7	71.9	73.55	74.89	76.02	77.03	77.93	78.75	79.49	80.19	80.84	81.46	82.04	82.6	83.14	83.66	84.16	84.65	85.13	85.59	86.05	86.5
232	"Tonga"	776	58.72	60.72	62.72	64.72	66.52	68.02	69.52	70.82	71.35	72.14	73.52	74.7	75.38	76	76.6	77.22	77.86	78.47	79.04	79.58	80.09	80.58	81.06	81.51	81.95	82.38	82.79	83.19	83.59	83.97
