"Index"	"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"	"last.observed"
103	"Niger"	562	34.92	35.23	35.72	36.06	36.84	38.34	40.87	42.92	45.7	48.99	52.36	55.75	57.81	59.85	61.86	63.82	65.68	67.41	68.99	70.41	71.69	72.83	73.85	74.77	75.6	76.37	77.07	77.73	78.34	78.92	2008
104	"Norway"	578	74.44	75.57	75.93	76.76	77.61	78.48	79.39	79.44	80.19	81.1	81.78	82.85	83.48	84.09	84.69	85.26	85.82	86.38	86.91	87.43	87.95	88.47	88.97	89.47	89.96	90.46	90.95	91.44	91.91	92.38	2008
105	"Oman"	512	36.5	41.25	45.64	49.65	53.48	58.91	63.72	67.61	70.65	73.27	75.53	77.5	78.36	79.08	79.74	80.41	81.07	81.61	82.16	82.72	83.21	83.76	84.33	84.84	85.34	85.85	86.38	86.86	87.46	87.98	2008
106	"Pakistan"	586	37.84	43.27	47.89	51.62	54.79	57.53	59.31	61.07	62.64	63.97	65.36	66.52	67.47	68.38	69.25	70.03	70.81	71.59	72.35	73.14	73.89	74.55	75.2	75.98	76.69	77.29	78.09	78.77	79.51	80.19	2008
107	"Panama"	591	57.78	60.5	63.31	65.64	68.48	71.52	73.69	75.41	76.51	77.22	78.28	79.48	80.59	81.54	82.42	83.32	84.07	84.91	85.53	86.19	86.76	87.41	87.91	88.38	88.82	89.17	89.5	89.86	90.14	90.45	2008
108	"Papua New Guinea"	598	35.69	38.18	41	45.18	48.68	52.23	57.46	57.6	59.54	60.39	61.78	63.66	65.52	67.27	68.86	70.3	71.59	72.74	73.77	74.69	75.54	76.31	77.02	77.68	78.29	78.87	79.42	79.94	80.44	80.92	2008
109	"Paraguay"	600	64.66	65.23	66.42	66.99	68.09	68.71	69.31	69.89	70.8	71.72	72.92	73.92	74.92	75.92	76.72	77.52	78.02	78.52	79.02	79.52	79.52	79.52	79.52	79.52	79.52	79.52	79.52	79.52	79.52	79.52	2008
110	"Peru"	604	45	47.5	50.49	52.99	57.24	60.48	63.74	66.69	69.2	71.86	74.32	75.87	76.84	77.76	78.59	79.35	80.06	80.72	81.35	81.94	81.94	81.94	81.94	81.94	81.94	81.94	81.94	81.94	81.94	81.94	2008
111	"Philippines"	608	56.65	58.31	59.86	61.65	63.31	64.82	66.17	67.4	68.52	69.53	70.45	71.29	72.57	73.61	74.57	75.59	76.63	77.58	78.43	79.2	79.9	80.57	81.22	81.81	82.36	82.91	83.45	83.96	84.43	84.91	2008
112	"Poland"	616	64.15	68.41	71.21	72.93	74.02	74.64	75.05	75.26	75.66	77.11	78.74	79.77	80.56	81.19	81.79	82.36	82.9	83.43	83.94	84.43	84.92	85.39	85.85	86.3	86.74	87.18	87.62	88.04	88.46	88.88	2008
113	"Portugal"	620	62.6	64.75	67.09	69.41	71.36	73.66	75.84	77.35	78.3	79.45	80.67	81.78	82.75	83.28	83.8	84.3	84.76	85.23	85.7	86.15	86.59	87.03	87.43	87.85	88.27	88.68	89.08	89.48	89.88	90.26	2008
114	"Puerto Rico"	630	65.98	70.69	72.29	73.99	75.92	76.99	77.45	78.83	78.55	79.59	80.89	81.83	83.17	83.8	84.3	84.79	85.28	85.73	86.19	86.66	87.1	87.53	87.97	88.37	88.79	89.21	89.62	90.03	90.44	90.84	2008
115	"Qatar"	634	58.59	61.59	64.98	68.35	71.1	72.9	74.37	75.54	76.47	77.26	77.99	78.68	79.46	80.28	81.03	81.77	82.52	83.26	83.93	84.62	85.27	85.96	86.63	87.27	87.93	88.59	89.21	89.8	90.4	91.09	2008
116	"Republic of Korea"	410	49.88	53.54	57.61	62.1	67.08	69.24	71.75	74.6	77	78.68	80.77	83.23	83.95	84.54	85.09	85.66	86.21	86.74	87.26	87.78	88.3	88.81	89.31	89.81	90.31	90.8	91.31	91.79	92.27	92.76	2008
117	"Republic of Moldova"	498	62.99	65	66.49	67.95	68.42	68.42	68.28	70.72	70.89	70.51	71.57	72.1	73.49	74.44	75.31	76.1	76.96	77.86	78.69	79.44	80.14	80.8	81.41	82	82.56	83.1	83.62	84.12	84.61	85.09	2008
118	"Réunion"	638	50.59	56.95	61.51	65.35	68.58	71.33	73.68	75.73	77.53	79.12	80.56	81.87	81.51	82.1	82.67	83.12	83.52	83.9	84.29	84.66	85.03	85.39	85.74	86.09	86.43	86.77	87.11	87.44	87.77	88.09	2008
119	"Romania"	642	62.8	65.01	69.68	69.6	71.24	72.02	72.57	72.59	73.31	73.59	75.19	76.74	78.44	79.37	80.19	80.94	81.65	82.32	82.97	83.58	84.18	84.76	85.33	85.88	86.42	86.96	87.49	88.01	88.52	89.03	2008
120	"Russian Federation"	643	61.98	68.24	71.43	72.55	72.9	72.84	72.97	73.86	72.77	72.26	71.98	73.69	75.01	75.83	76.58	77.27	77.91	78.51	79.08	79.62	80.25	80.9	81.51	82.09	82.65	83.19	83.7	84.2	84.69	85.17	2008
121	"Saint Lucia"	662	55.29	58.78	63.01	64.69	67.83	70.8	73.45	73.44	73.47	73.08	74.03	76.63	77.57	78.44	79.22	79.95	80.61	81.24	81.85	82.41	82.97	83.5	84	84.5	85	85.47	85.94	86.38	86.83	87.27	2008
122	"Samoa"	882	49.6	52.1	54.6	57.1	59.6	62.1	64.6	67.1	69.7	71.9	73.55	74.89	76.02	77.03	77.93	78.75	79.49	80.19	80.84	81.46	82.04	82.6	83.14	83.66	84.16	84.65	85.13	85.59	86.05	86.5	2008
123	"Sao Tome and Principe"	678	47.96	50.48	53.47	55.98	58.52	61.46	62.43	63.23	64.03	64.8	65.57	67.32	68.51	69.81	71.14	72.31	73.37	74.33	75.19	75.97	76.7	77.37	77.99	78.58	79.13	79.66	80.16	80.63	81.09	81.52	2008
124	"Saudi Arabia"	682	44.09	46.55	49.09	52.32	57.51	62.78	66.78	69.62	72.02	73.7	75.13	76.37	77.4	78.38	79.26	80.06	80.88	81.65	82.43	83.19	83.91	84.62	85.31	86.04	86.71	87.33	87.98	88.66	89.37	89.98	2008
125	"Senegal"	686	36.12	38.22	39.41	39.28	41.9	47.68	52.66	57.62	59.2	58.76	60.55	63.59	65.64	67.37	68.96	70.39	71.66	72.81	73.83	74.75	75.59	76.35	77.06	77.72	78.33	78.91	79.46	79.98	80.47	80.95	2008
126	"Serbia"	688	60.38	63.15	65.7	68.6	70.6	72.03	72.65	73.7	74.48	74.61	75.17	75.84	76.73	77.28	77.81	78.47	79.24	79.95	80.62	81.25	81.84	82.41	82.95	83.48	83.99	84.48	84.96	85.43	85.89	86.34	2008
127	"Seychelles"	690	60.13	61.65	65.61	67.54	70.45	72.89	74.46	75.31	75.87	76.36	76.81	77.26	78.15	78.65	79.12	79.69	80.37	81	81.59	82.16	82.7	83.23	83.73	84.23	84.7	85.17	85.62	86.06	86.5	86.93	2008
128	"Sierra Leone"	694	30.58	31.56	32.45	33.85	36.88	40.04	41.08	39.4	36.71	37.49	40.62	44.12	45.97	47.74	49.58	51.48	53.45	55.45	57.49	59.53	61.55	63.51	65.39	67.14	68.75	70.2	71.5	72.66	73.69	74.63	2008
129	"Singapore"	702	63.04	67.73	70.04	70.76	72.76	74.26	75.68	77.11	79.23	80.07	81.76	83.66	83.74	84.74	85.72	86.68	87.61	88.53	89.44	90.33	91.2	92.06	92.91	93.74	94.56	95.37	96.16	96.94	97.71	98.46	2008
130	"Slovakia"	703	66.31	70.76	72.99	73.25	73.53	74.23	74.68	75.16	75.91	76.85	77.82	78.58	79.44	80.26	81.02	81.67	82.25	82.8	83.33	83.84	84.34	84.82	85.29	85.76	86.21	86.66	87.1	87.53	87.96	88.38	2008
131	"Slovenia"	705	68.1	70.5	72	72.6	73.5	74.8	75.21	76.62	77.61	79.05	80.42	82.02	83.36	84.6	85.74	86.55	87.09	87.61	88.13	88.65	89.16	89.66	90.16	90.66	91.16	91.66	92.15	92.64	93.13	93.62	2008
132	"Solomon Islands"	90	46.4	48.9	51.4	53.9	56.4	58.9	59.53	56.29	58.82	62	66	67.76	70	71.8	73.35	74.69	75.85	76.88	77.79	78.62	79.38	80.08	80.74	81.36	81.95	82.51	83.05	83.58	84.08	84.57	2008
133	"Somalia"	706	35.5	37.53	39.52	41.55	43.48	45.37	47.09	47.96	46.53	51.42	53.11	54.75	56.58	58.54	60.63	62.72	64.77	66.59	68.29	69.85	71.18	72.37	73.46	74.45	75.33	76.07	76.77	77.42	78.04	78.64	2008
134	"Spain"	724	66.44	69.81	72.25	73.92	75.3	77.11	79.04	80.06	81.06	82.09	83.03	84.43	85.15	85.7	86.25	86.75	87.16	87.59	88.03	88.44	88.83	89.24	89.64	90.04	90.43	90.83	91.22	91.6	92	92.37	2008
135	"Sri Lanka"	144	56.81	61.07	63.11	65.22	67.22	68.91	71.76	72.7	73.53	72.86	77.15	76.62	77.35	78.16	78.89	79.57	80.3	80.92	81.56	82.21	82.83	83.39	84.01	84.62	85.26	85.85	86.4	87	87.57	88.17	2008
136	"St. Vincent and the Grenadines"	670	52.21	56.75	62.5	65.78	67.76	68.9	70.51	71.91	72.63	72.88	73.26	73.99	74.9	75.75	76.51	77.21	77.84	78.45	79.02	79.56	80.07	80.56	81.04	81.49	81.94	82.35	82.76	83.16	83.53	83.91	2008
137	"State of Palestine"	275	48.81	50.39	52.8	56.05	59.31	62.76	66.05	68.7	70.39	71.93	72.9	73.81	74.82	75.77	76.58	77.43	78.23	79.01	79.77	80.48	81.21	81.93	82.63	83.3	83.93	84.64	85.33	85.95	86.55	87.22	2008
138	"Sudan"	729	45.99	48.53	50.69	52.7	54.54	55.5	55.95	56.63	57.59	59.04	60.8	62.61	64.33	65.86	67.51	69.11	70.54	71.8	72.94	73.99	74.94	75.73	76.45	77.12	77.77	78.38	78.97	79.53	80.07	80.6	2008
139	"Sweden"	752	73.14	74.56	75.44	76.43	77.56	78.38	79.4	80.08	80.78	81.74	82.29	83.1	83.28	83.89	84.49	85.08	85.64	86.19	86.73	87.26	87.78	88.3	88.81	89.31	89.8	90.3	90.79	91.27	91.76	92.24	2008
140	"Switzerland"	756	71.63	73.24	74.43	75.44	76.77	78.45	79.4	80.56	81.25	82.16	83.08	84.09	84.79	85.36	85.91	86.45	86.99	87.51	88.03	88.55	89.06	89.57	90.07	90.57	91.07	91.56	92.06	92.55	93.04	93.53	2008
141	"Syrian Arab Republic"	760	48.79	51.67	54.51	57.86	61.8	65.2	68.03	70.29	72.11	74.03	75.74	77.33	77.64	79.25	80.14	81.01	81.81	82.61	83.4	84.15	84.88	85.59	86.32	87.05	87.71	88.39	89.08	89.81	90.46	91.14	2013
142	"Taiwan, Province of China"	158	60.01	65.63	67.73	69.61	72.12	73.63	74.83	76.1	77.35	78.32	80.01	81.5	82.16	82.7	83.24	83.75	84.24	84.73	85.2	85.66	86.14	86.58	87.02	87.45	87.88	88.3	88.72	89.13	89.54	89.94	2008
143	"Tajikistan"	762	55.64	57.63	59.63	61.63	63.13	64.13	65.32	66.23	65.96	66.96	68.6	69.94	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	2008
144	"TFYR Macedonia"	807	55	59.4	62.8	66	68.9	70.51	71.03	72.84	74.03	74.79	76.05	76.37	77.53	78.15	78.74	79.39	80.1	80.75	81.37	81.96	82.52	83.06	83.58	84.09	84.58	85.06	85.53	85.98	86.43	86.88	2008
145	"Timor-Leste"	626	30.36	33.04	35.56	38.11	40.71	32.46	40.67	48	52	58	63	66	67	67.5	68.78	70.72	72.41	73.88	75.12	76.24	77.21	78.08	78.89	79.61	80.3	80.94	81.55	82.12	82.68	83.21	2008
146	"Tonga"	776	58.72	60.72	62.72	64.72	66.52	68.02	69.52	70.82	71.35	72.14	73.52	74.7	75.38	76	76.6	77.22	77.86	78.47	79.04	79.58	80.09	80.58	81.06	81.51	81.95	82.38	82.79	83.19	83.59	83.97	2008
147	"Trinidad and Tobago"	780	58.85	62.37	66.03	66.9	67.98	69.34	70.25	70.73	71.27	72.18	72.6	72.91	73.84	74.87	75.81	76.8	77.35	78	78.59	79.16	80.02	80.49	80.97	81.43	81.88	82.31	82.72	83.13	83.5	83.89	2008
148	"Tunisia"	788	39.9	41.71	44.76	49.44	55.21	60.28	65.91	69.07	72.71	75.04	76.27	77.04	77.76	78.37	78.94	79.58	80.27	80.92	81.53	82.11	82.67	83.2	83.72	84.22	84.71	85.18	85.65	86.1	86.55	86.99	2008
149	"Turkey"	792	44.85	47.05	50.37	52.97	57.04	60.33	64.24	66.52	68.57	72.42	74.8	76.87	77.85	78.74	79.28	79.9	80.44	81	81.53	82.19	82.72	83.25	83.73	84.21	84.69	85.15	85.59	86.03	86.46	86.86	2008
150	"Turkmenistan"	795	55.07	57.11	59.14	61.18	62.71	63.76	65.29	66.28	66.64	67.55	68.22	68.94	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	2008
151	"Ukraine"	804	64.29	69.49	72.12	73.74	74.41	73.95	73.71	74.56	73.68	72.98	73.35	73.79	74.58	75.43	76.21	76.93	77.59	78.21	78.9	79.64	80.33	80.97	81.58	82.16	82.71	83.25	83.76	84.26	84.75	85.22	2008
152	"United Arab Emirates"	784	48.2	52.48	57.4	62.09	65.65	68.42	70.59	72.28	73.64	74.89	76.06	77.13	78.05	78.86	79.64	80.39	81.16	81.85	82.59	83.31	84.01	84.66	85.31	86.02	86.64	87.36	88.02	88.66	89.35	90.03	2008
153	"United Kingdom"	826	71.79	73.28	73.94	74.75	75.24	75.97	77.05	77.83	78.83	79.55	80.58	81.71	82.43	83.13	83.81	84.47	85.11	85.73	86.34	86.93	87.5	88.05	88.59	89.11	89.62	90.11	90.59	91.05	91.5	91.94	2008
154	"United States of America"	840	71.69	72.97	73.59	74.15	75.19	77.04	77.94	78.36	79.02	79.33	79.71	80.6	81.31	82	82.66	83.29	83.9	84.48	85.06	85.61	86.16	86.7	87.23	87.76	88.27	88.79	89.3	89.8	90.3	90.8	2008
155	"United States Virgin Islands"	850	60.68	64.6	66.97	69.38	71.91	74	75.57	77.8	79.5	80.6	81.12	81.98	82.56	83.1	83.62	84.13	84.62	85.09	85.56	86.02	86.47	86.91	87.34	87.78	88.2	88.62	89.04	89.45	89.86	90.27	2008
156	"Uruguay"	858	69.4	70.43	71.64	71.92	72.2	73.12	74.54	75.81	76.92	77.99	78.94	79.86	80.64	81.36	82.05	82.66	83.2	83.72	84.23	84.72	84.72	84.72	84.72	84.72	84.72	84.72	84.72	84.72	84.72	84.72	2008
157	"Uzbekistan"	860	59.47	61.5	63.53	65.56	67.08	68.12	69.65	70.48	69.43	70	70.52	70.93	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	2008
158	"Vanuatu"	548	43.42	46.48	49.47	52.48	55.62	58.73	61.83	63.59	65.84	68.22	70.32	72.06	73.58	74.86	75.99	76.99	77.89	78.7	79.47	80.16	80.79	81.41	82	82.56	83.1	83.6	84.11	84.6	85.07	85.55	2008
159	"Venezuela (Bolivarian Republic of)"	862	56.61	59.62	62.79	66.13	68.92	70.69	71.84	73.52	74.49	75.17	75.8	76.8	77.7	78.6	79.4	80.2	80.9	81.6	82.2	82.7	82.7	82.7	82.7	82.7	82.7	82.7	82.7	82.7	82.7	82.7	2008
160	"Viet Nam"	704	57.18	60.72	64.37	66.54	64.73	71.73	73.4	75.01	76.59	78.25	79.55	80.32	83.1	84.38	85.46	86.46	87.42	88.35	89.2	90.01	90.81	91.52	92.29	93.04	93.75	94.42	95.16	95.88	96.54	97.25	2008
161	"Western Sahara"	732	37.1	39.1	41	43	45.1	49.42	53.73	58.05	60.55	63.05	65.83	68.1	70.13	71.91	73.45	74.77	75.93	76.94	77.85	78.67	79.43	80.13	80.78	81.4	81.99	82.55	83.09	83.61	84.11	84.6	2008
162	"Yemen"	887	26.26	31.08	35.9	40.43	44.68	49.53	54.51	58.22	60.02	61.32	62.41	63.38	65.17	66.5	67.4	68.17	68.82	69.44	69.9	70.4	70.99	71.42	71.99	72.41	72.86	73.35	73.79	74.21	74.72	75.28	2008
