"Index"	"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"	"last.observed"
45	"Eritrea"	232	37.89	38.87	40.17	42.1	43.86	44.94	45.98	48.69	52.52	56.79	59.59	62.23	64.35	66.18	67.87	69.4	70.79	72.02	73.13	74.12	75.01	75.82	76.57	77.26	77.91	78.51	79.08	79.61	80.13	80.62	2008
46	"Estonia"	233	65.5	70.46	72.98	74.12	74.46	74.21	74.19	74.67	74.13	75.33	76.96	79	79.96	80.62	81.25	81.85	82.41	82.96	83.48	83.99	84.48	84.96	85.43	85.89	86.34	86.78	87.22	87.65	88.07	88.49	2008
47	"Fiji"	242	54.68	56.98	59.02	60.85	62.49	63.91	65.5	66.95	68.29	69.55	70.74	71.9	72.27	73.11	73.88	74.87	76	77.02	77.9	78.72	79.47	80.17	80.82	81.44	82.03	82.59	83.13	83.62	84.12	84.61	2008
48	"Finland"	246	69.31	71.26	72.5	73.34	74.99	76.88	78.33	78.71	79.45	80.63	81.63	82.82	83.66	84.26	84.85	85.43	85.98	86.52	87.06	87.58	88.1	88.62	89.12	89.61	90.11	90.61	91.09	91.58	92.05	92.53	2008
49	"France"	250	69.94	72.4	74.1	75.07	76.18	77.62	78.79	80.11	81.38	82.24	83.12	84.28	84.89	85.45	86.01	86.55	87.08	87.61	88.13	88.64	89.15	89.66	90.16	90.66	91.15	91.65	92.14	92.63	93.12	93.61	2008
50	"French Guiana"	254	56.9	59.85	63.2	67.95	69.5	70.46	73	74.5	76	77.5	79.11	79.89	80.54	81.01	81.47	81.98	82.54	83.08	83.6	84.11	84.6	85.07	85.54	86	86.45	86.89	87.33	87.76	88.18	88.6	2008
51	"French Polynesia"	258	50	56.36	58.79	61.25	62.96	64.88	69.03	70.77	71.55	74.32	76.05	77.45	78.28	79.19	80.02	80.73	81.35	81.94	82.51	83.05	83.57	84.07	84.57	85.04	85.51	85.97	86.42	86.86	87.3	87.73	2008
52	"Gambia"	270	31.44	32.77	34.08	37.07	41.38	45.57	49.57	52.73	54.1	55.67	57.29	58.79	60.59	62.19	63.71	65.37	67.12	68.73	70.18	71.48	72.64	73.68	74.62	75.47	76.24	76.96	77.62	78.24	78.82	79.37	2008
53	"Georgia"	268	64.42	66.38	68.35	70.32	71.79	73.26	73.22	74.04	73.82	74.68	76.09	77.04	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	2008
54	"Germany"	276	69.6	71.3	72.56	73.42	74.07	75.33	76.68	77.98	78.99	80.23	81.37	82.33	83.06	83.68	84.27	84.85	85.41	85.97	86.51	87.04	87.57	88.09	88.6	89.11	89.62	90.12	90.62	91.12	91.61	92.11	2008
55	"Greece"	300	67.7	69.43	71.56	72.67	74.52	75.75	77.81	78.92	80.06	80.8	81.87	82.3	82.57	83.11	83.63	84.14	84.62	85.1	85.57	86.03	86.48	86.92	87.35	87.78	88.21	88.63	89.05	89.46	89.87	90.28	2008
56	"Grenada"	308	57.86	60.51	62.8	64.77	66.45	67.91	69.17	70.28	71.25	72.11	73.22	74.4	75.59	76.64	77.58	78.42	79.22	79.91	80.58	81.22	81.8	82.37	82.92	83.45	83.93	84.43	84.91	85.38	85.82	86.27	2008
57	"Guadeloupe"	312	55.23	59.47	63.18	66.44	69.33	71.89	74.18	76.25	78.13	79.84	81.42	82.87	83.57	84.09	84.57	85.04	85.53	85.98	86.43	86.87	87.3	87.73	88.15	88.56	88.98	89.39	89.79	90.19	90.58	90.97	2008
58	"Guam"	316	59.68	62.18	64.68	67.08	69.23	70.98	72.48	73.83	75.03	76.6	78.5	80.3	78.83	79.57	80.26	80.91	81.52	82.1	82.66	83.2	83.71	84.21	84.7	85.18	85.64	86.1	86.55	86.99	87.42	87.85	2008
59	"Guatemala"	320	42.3	44.7	47.9	51.3	55.4	57.98	60.57	63.68	66.78	69.98	72.5	73.77	74.98	76.12	77.19	78.19	79.12	79.98	80.77	81.5	81.5	81.5	81.5	81.5	81.5	81.5	81.5	81.5	81.5	81.5	2008
60	"Guinea-Bissau"	624	41.55	42.64	43.85	44.99	46.11	47.11	48.52	50.28	52.19	52.76	52.52	54.45	56.26	57.93	59.58	61.41	63.38	65.26	67.02	68.64	70.1	71.41	72.58	73.62	74.56	75.42	76.2	76.92	77.58	78.2	2008
61	"Guyana"	328	60	60.87	61.71	62.53	63.31	64.06	64.79	65.57	66.37	67.05	67.5	67.88	73.45	74.9	76.31	77.2	77.95	78.66	79.35	80.07	80.79	81.51	82.07	82.59	83.11	83.64	84.13	84.66	85.17	85.67	2008
62	"Hungary"	348	66.11	69.08	71.03	72.01	72.35	72.86	73.02	73.58	74.13	75.41	76.78	77.9	78.87	79.73	80.52	81.2	81.8	82.37	82.91	83.44	83.95	84.44	84.93	85.4	85.86	86.31	86.75	87.19	87.62	88.05	2008
63	"Iceland"	352	74.25	75.42	76.11	76.4	77.23	79.28	79.9	80.12	80.89	81.12	82.43	83.14	83.77	84.38	84.98	85.54	86.1	86.64	87.17	87.71	88.23	88.74	89.25	89.76	90.25	90.75	91.25	91.73	92.21	92.71	2008
64	"India"	356	35.22	38.63	42.24	46.22	50.01	54.13	56.38	58.03	59.98	62.21	64.51	66.69	68.06	69.28	70.41	71.41	72.33	73.3	74.18	75	75.94	76.72	77.47	78.31	78.99	79.81	80.54	81.33	82	82.69	2008
65	"Indonesia"	360	39.43	43.93	48.07	52.01	55.69	58.95	61.81	64.31	66.5	68.42	70.11	71.6	71.8	73.61	75.14	76.34	77.32	78.18	78.98	79.71	80.38	81.02	81.64	82.2	82.76	83.29	83.79	84.29	84.78	85.26	2008
66	"Iran (Islamic Republic of)"	364	39.05	42.46	45.83	49.2	52.85	57.22	61.3	64.42	67.05	69.37	71.85	74.19	75.58	76.82	77.95	78.95	79.94	80.85	81.74	82.58	83.33	84.18	84.94	85.73	86.49	87.25	87.94	88.7	89.39	90.12	2008
67	"Iraq"	368	38.88	44.8	50.27	55.93	59.51	62.11	66.25	70.78	72.55	73.13	72.63	72.24	84.19	85.36	86.19	86.73	87.26	87.78	88.28	88.81	89.32	89.83	90.33	90.83	91.32	91.82	92.31	92.8	93.29	93.78	2008
68	"Ireland"	372	68.09	70.74	72.13	73.07	73.78	74.75	76.04	77.06	78.17	78.75	80.19	81.9	82.67	83.41	84.12	84.8	85.46	86.1	86.71	87.3	87.87	88.42	88.95	89.46	89.96	90.44	90.91	91.36	91.8	92.22	2008
69	"Israel"	376	70.33	71.56	72.55	73.41	74.27	75.27	76.43	77.71	79.05	80.37	81.64	82.84	83.75	84.7	85.66	86.61	87.55	88.46	89.41	90.31	91.24	92.19	93.09	94.03	94.96	95.9	96.88	97.79	98.72	99.66	2008
70	"Italy"	380	68.14	70.65	72.29	73.69	75.16	76.74	78.06	79.53	80.66	81.78	83.03	84.06	84.8	85.5	86.18	86.82	87.43	88.02	88.58	89.12	89.64	90.14	90.62	91.08	91.53	91.95	92.37	92.76	93.14	93.51	2008
71	"Japan"	392	63.93	68.47	71.48	73.93	75.78	77.88	79.63	81.3	82.43	83.7	85.21	86.02	87.07	88.06	89.01	89.91	90.77	91.59	92.37	93.12	93.83	94.5	95.15	95.77	96.35	96.91	97.45	97.96	98.45	98.92	2008
72	"Jordan"	400	45.91	50.67	55.09	59.28	63.04	66.35	68.76	70.64	71.91	72.77	73.75	74.63	75.48	76.26	77.02	77.76	78.51	79.19	79.86	80.48	81.11	81.74	82.43	83.03	83.63	84.27	84.87	85.44	86.07	86.71	2008
73	"Kazakhstan"	398	60.69	62.74	64.78	66.83	68.37	69.42	71	72.25	70.3	68.95	70.42	71.53	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	2008
74	"Kiribati"	296	45.81	48.06	50.31	52.56	54.81	57.06	59.31	62.32	64.53	66.64	68.37	69.92	71.25	72.43	73.5	74.63	75.8	76.83	77.75	78.58	79.34	80.05	80.71	81.33	81.92	82.49	83.03	83.55	84.06	84.55	2008
75	"Kuwait"	414	56.19	59.53	63.43	66.38	68.61	70.23	71.7	72.86	73.57	74.08	74.48	74.85	75.46	76.13	76.8	77.43	78.05	78.68	79.25	79.87	80.43	81.05	81.6	82.21	82.73	83.27	83.86	84.42	84.92	85.47	2008
76	"Kyrgyzstan"	417	57.27	59.41	61.57	63.71	65.35	66.49	68.15	69.84	70.25	69.99	70.61	71.06	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	2008
77	"Lao People's Dem. Republic"	418	42.91	44.24	45.64	47	48.44	49.65	51.12	53.54	57.41	61.23	64.43	67.01	69.55	71.64	73.17	74.27	75.09	75.73	76.36	76.95	77.56	78.21	78.72	79.32	79.76	80.24	80.88	81.36	81.89	82.38	2008
78	"Latvia"	428	65.86	70.89	73.43	74.27	74.35	73.82	74.22	74.76	73.73	74.5	76.15	76.97	78.52	79.29	80	80.66	81.28	81.88	82.44	82.99	83.51	84.02	84.51	84.99	85.46	85.92	86.37	86.81	87.24	87.67	2008
79	"Lebanon"	422	62.17	64.22	65.83	67.17	68.55	69.43	70.12	71.26	72.54	74.81	77.44	80.63	81.46	82.25	83.09	83.86	84.63	85.44	86.21	86.96	87.75	88.53	89.26	90.03	90.74	91.43	92.19	92.87	93.58	94.33	2008
80	"Libya"	434	37.85	40.21	48.25	54.83	60.44	64.49	67.53	69.41	71.17	72.78	74.54	76.21	77.38	78.25	79.03	79.76	80.44	81.08	81.68	82.26	82.81	83.34	83.85	84.35	84.83	85.3	85.76	86.22	86.66	87.1	2008
81	"Lithuania"	440	64	69.95	72.98	74.75	75.3	75.34	75.5	75.94	75.32	76.09	77.54	77.59	78.28	78.86	79.41	80.02	80.68	81.31	81.9	82.46	83.01	83.53	84.04	84.53	85.01	85.47	85.93	86.38	86.83	87.26	2008
82	"Luxembourg"	442	69.04	70.76	72.46	73.22	73.85	75.22	76.42	78.18	79.14	80.23	81.37	82.17	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	2008
83	"Madagascar"	450	36.73	38.99	41.42	43.77	46.24	48.37	50.83	52.39	54.45	57.91	61.26	63.66	65.43	67.29	68.92	70.22	71.19	72.12	72.95	73.7	74.42	75.09	75.7	76.29	76.85	77.38	77.87	78.35	78.82	79.27	2008
84	"Malaysia"	458	55.82	58.85	61.74	64.44	66.75	68.74	70.45	71.95	73.25	74.41	75.43	76.42	76.86	77.76	78.59	79.35	80.06	80.71	81.34	81.93	82.49	83.03	83.57	84.07	84.56	85.04	85.51	85.95	86.4	86.84	2008
85	"Maldives"	462	32.92	35.7	38	41.6	45.14	48.68	54.17	57.85	62.97	68.17	73.58	76.53	78.4	79.93	81.18	82.24	83.2	84.06	84.85	85.6	86.38	87.09	87.75	88.43	89.02	89.7	90.3	90.89	91.49	92.1	2008
86	"Mali"	466	27.71	28.7	29.54	31.71	35.1	38.62	42.41	45.2	47.17	47.77	49.99	52.47	54.66	56.68	58.73	60.76	62.75	64.66	66.47	68.13	69.64	71	72.21	73.3	74.27	75.15	75.95	76.69	77.37	78.01	2008
87	"Malta"	470	67.52	69.18	70.71	72.14	73.48	74.74	75.94	77.07	78.16	79.21	80.22	81.19	82.29	82.93	83.55	84.14	84.74	85.31	85.86	86.4	86.94	87.46	87.98	88.49	89	89.5	90	90.49	90.98	91.46	2008
88	"Martinique"	474	57.06	60.23	63.14	65.89	68.93	71.69	74.18	76.45	78.53	80.43	82.19	83.22	83.74	84.24	84.72	85.2	85.67	86.13	86.58	87.01	87.45	87.87	88.3	88.72	89.14	89.53	89.94	90.34	90.74	91.15	2008
89	"Mauritania"	478	38.69	42	45.8	48.86	51.48	54.15	57.08	59.02	60.23	60.92	61.49	62.14	63.81	65.25	66.6	68.05	69.57	70.94	72.16	73.25	74.22	75.11	75.91	76.65	77.34	77.98	78.58	79.14	79.67	80.18	2008
90	"Mauritius"	480	51.5	57.62	62.99	65.03	66.29	69.96	71.82	72.52	74.05	74.2	75.45	76.28	76.89	77.58	78.18	78.87	79.62	80.31	80.95	81.56	82.14	82.68	83.21	83.74	84.25	84.72	85.19	85.65	86.1	86.55	2008
91	"Mayotte"	175	50.59	56.95	61.51	65.35	68.58	71.33	73.68	75.73	77.53	79.12	80.56	81.87	81.51	82.1	82.67	83.12	83.52	83.9	84.29	84.66	85.03	85.39	85.74	86.09	86.43	86.77	87.11	87.44	87.77	88.09	2008
92	"Mexico"	484	52.54	57.26	60.58	62.49	65.15	68.55	71.16	72.98	74.62	76.07	77.36	78.61	79.67	80.55	81.29	81.91	82.42	82.84	83.19	83.47	83.47	83.47	83.47	83.47	83.47	83.47	83.47	83.47	83.47	83.47	2008
93	"Micronesia (Fed. States of)"	583	55.15	57.15	59.15	61.15	63.25	65.35	65.91	66.48	67.04	67.6	68.2	69.11	70.17	71.16	72.06	73.24	74.59	75.77	76.8	77.72	78.56	79.32	80.03	80.69	81.32	81.91	82.47	83.01	83.54	84.04	2008
94	"Mongolia"	496	45.18	48.72	53.17	56.5	59.1	59.6	60.12	62.42	63.3	63.73	66.09	68.4	72.83	74.24	75.46	76.52	77.47	78.33	79.11	79.83	80.5	81.13	81.73	82.3	82.85	83.38	83.89	84.39	84.88	85.37	2008
95	"Montenegro"	499	61.64	63.47	66.92	70.52	74.53	75.88	76.29	77.2	78.06	78.87	77.02	77.44	78.55	79.32	80.03	80.69	81.31	81.9	82.47	83.01	83.53	84.04	84.53	85.01	85.48	85.94	86.39	86.83	87.27	87.7	2008
96	"Morocco"	504	47.43	49.21	50.46	52.63	54.55	56.79	61.1	64.67	67.66	69.25	70.36	71.32	72.6	73.65	74.59	75.44	76.22	76.93	77.6	78.22	78.8	79.35	79.88	80.38	80.86	81.32	81.77	82.2	82.62	83.03	2008
97	"Myanmar"	104	39.33	44.32	47.16	52.25	54.42	56.43	58.33	60.12	61.84	63.41	64.86	66.17	68.26	69.76	71.1	72.53	73.98	75.23	76.33	77.3	78.17	78.97	79.7	80.38	81.02	81.63	82.21	82.76	83.29	83.8	2008
98	"Nepal"	524	34.75	37.04	39.38	41.56	43.49	46.23	49.63	53.41	57.62	61.32	64.42	67.01	69.47	71.5	73.24	74.66	75.82	76.85	77.81	78.67	79.48	80.29	80.98	81.71	82.43	83.09	83.79	84.43	85.12	85.72	2008
99	"Netherlands"	528	73.24	74.67	75.81	76.36	77.11	78.43	79.45	79.92	80.19	80.49	80.96	82.2	83.08	83.7	84.29	84.87	85.43	85.98	86.52	87.06	87.58	88.1	88.62	89.13	89.63	90.14	90.64	91.13	91.63	92.12	2008
100	"New Caledonia"	540	52.09	55.99	59.9	63.31	66.26	68.82	71.03	72.93	74.58	76	77.24	78.32	80.49	81.22	81.9	82.53	83.05	83.59	84.08	84.58	85.05	85.51	85.97	86.41	86.85	87.29	87.73	88.15	88.57	88.97	2008
101	"New Zealand"	554	71.95	73.23	74.06	74.47	74.9	75.94	76.84	77.4	79.1	80.04	81.26	82.23	82.77	83.4	84	84.58	85.15	85.71	86.26	86.79	87.32	87.85	88.36	88.88	89.38	89.89	90.39	90.89	91.38	91.88	2008
102	"Nicaragua"	558	43.73	46.76	50	53.41	56.81	60	62.61	65.5	68.7	71.06	73.82	76.02	77.66	78.88	79.78	80.43	80.89	81.22	81.46	81.62	81.62	81.62	81.62	81.62	81.62	81.62	81.62	81.62	81.62	81.62	2008
