"Index"	"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
43	"Sudan"	736	38.63	39.63	40.88	42.8	44.77	46.9	48.83	50.2	51.98	53.73	57.21	58.59	60.2	61.9	63.48	64.93	66.25	67.44	68.53	69.52	70.43	71.27	72.05	72.77	73.45	74.09	74.69	75.26	75.81	76.33
44	"Tunisia"	788	44.1	46.6	49.1	51.6	55.1	58.8	62.7	65.33	68.3	70.07	71.07	71.89	72.62	73.39	74.2	74.94	75.64	76.3	76.93	77.53	78.1	78.65	79.19	79.71	80.22	80.71	81.19	81.67	82.14	82.59
45	"Western Sahara"	732	34.01	35.98	37.96	39.9	41.9	46.18	50.47	54.75	57.25	59.75	62.26	64.27	66.06	67.64	69.02	70.24	71.33	72.31	73.2	74.02	74.78	75.48	76.15	76.79	77.39	77.97	78.53	79.07	79.59	80.1
46	"Southern Africa"	913	43.59431695	46.14215367	47.7487849	49.25328879	50.82615373	52.46841233	55.0693131	57.32093675	57.76731757	54.5542375	50.15046434	50.34007392	53.21280037	55.3986723	56.63126923	57.86097462	58.98765953	60.11087913	61.34747329	62.69864621	64.12968162	65.5714079	66.92443908	68.15979632	69.28743127	70.33983445	71.33586699	72.33404991	73.41010138	74.52750175
47	"Botswana"	72	45.65	47.75	49.7	51.5	54.1	57.2	59.57	61.69	61.03	53.91	48.77	53.8	53.68	54.74	56.27	57.62	58.83	59.96	61.24	62.6	64.07	65.56	67.07	68.55	70	71.43	72.79	74.04	75.23	76.29
48	"Lesotho"	426	40.37	43.33	46.04	46.75	48.06	50.5	53.5	55.5	58.21	51.32	44.4	46.46	49.68	51.16	51.97	53.08	54.19	55.2	56.22	57.42	58.7	60.09	61.49	62.94	64.44	66.01	67.64	69.32	71.05	72.76
49	"Namibia"	516	39.5	43.1	46.3	49.2	51.95	54.54	57.02	58.35	59.07	58.09	56.1	60.35	62.07	62.03	63.62	64.81	65.75	66.62	67.49	68.26	68.97	69.64	70.27	70.92	71.54	72.19	72.81	73.39	73.97	74.52
50	"South Africa"	710	44	46.5	48	49.52	51	52.5	55.07	57.35	57.7	54.72	50.36	50.13	53.13	55.5	56.73	57.94	59.04	60.14	61.37	62.73	64.19	65.67	67.04	68.29	69.41	70.44	71.4	72.37	73.43	74.56
51	"Swaziland"	748	39.45	41.51	43.09	44.73	47.62	50.65	53.97	56.77	57.49	51.78	45.63	47.56	49.69	49.51	51.12	53.17	55.42	57.48	59.51	61.36	62.99	64.44	65.78	67.03	68.24	69.42	70.59	71.74	72.91	73.99
52	"Western Africa"	914	33.81855062	35.67223897	37.37701169	39.15296669	41.47212771	43.56784802	45.10842549	45.70531867	46.0255993	46.47261489	48.86754218	51.40076583	53.59678208	55.5709106	57.29762622	59.0134571	60.64824878	62.18735835	63.63172706	64.98930833	66.24873367	67.41331174	68.49731927	69.50427328	70.44396304	71.32837374	72.15583833	72.93749972	73.6728225	74.37122038
53	"Benin"	204	30.95	32.9	34.37	35.84	38.55	41.1	43.17	44.69	46.95	49.16	50.9	52.72	54.84	56.8	58.69	60.47	62.13	63.66	65.06	66.35	67.53	68.62	69.6	70.52	71.36	72.15	72.89	73.58	74.23	74.84
54	"Burkina Faso"	854	30.79	33.48	36.06	38.5	41.15	43.86	46.28	47.1	47.49	48.33	50.28	52.84	54.97	56.9	58.78	60.57	62.25	63.81	65.22	66.51	67.68	68.75	69.72	70.62	71.44	72.21	72.92	73.59	74.22	74.82
55	"Cape Verde"	132	45.81	46.94	48.13	49.45	54.11	57.55	60.05	61.5	62.78	64.38	66.77	69.41	70.5	71.56	72.52	73.39	74.2	74.94	75.64	76.3	76.93	77.52	78.1	78.65	79.19	79.71	80.21	80.71	81.19	81.67
56	"Cote d'Ivoire"	384	37.9	39.06	39.91	41.18	44.57	48.28	50.93	51.44	50.51	49.28	49.75	52.14	55.26	57.8	59.7	61.36	62.78	64.03	65.17	66.22	67.2	68.15	69.08	70.01	70.91	71.8	72.66	73.49	74.29	75.07
57	"Gambia"	270	30.32	31.59	32.85	34.66	39.51	44.02	48.34	51.58	52	53.23	54.82	56.25	57.73	59.02	60.26	61.69	63.29	64.75	66.09	67.3	68.4	69.4	70.32	71.17	71.95	72.68	73.36	74.01	74.62	75.19
58	"Ghana"	288	41.1	44.24	46.05	47.16	48.58	50.83	52.55	54.5	57.05	56.97	58.65	61.84	63.65	64.92	66.11	67.24	68.27	69.23	70.13	70.98	71.79	72.55	73.27	73.95	74.6	75.23	75.83	76.41	76.96	77.49
59	"Guinea"	324	30.7	31.37	32.01	32.66	34.25	36.73	39.09	41.35	43.53	45.25	48.28	50.93	53.17	55.17	57.03	58.85	60.58	62.22	63.75	65.15	66.43	67.6	68.67	69.65	70.57	71.42	72.2	72.94	73.65	74.3
60	"Guinea-Bissau"	624	31.22	32.54	33.89	35.22	36.56	37.71	39.78	40.94	41.78	42.83	44.19	45.33	47.25	49.23	51.07	53.01	54.94	56.82	58.66	60.43	62.1	63.66	65.11	66.43	67.64	68.77	69.79	70.74	71.65	72.41
61	"Liberia"	430	32.19	34.25	36.25	38.2	40.2	41.86	41.78	41.17	40.56	42.07	48.11	53.45	56.41	58.66	60.56	62.1	63.39	64.53	65.6	66.66	67.72	68.73	69.71	70.62	71.49	72.31	73.08	73.8	74.48	75.14
62	"Mali"	466	29.03	29.45	29.89	32.19	34.8	37.3	39.78	42.28	43.85	45.49	46.98	48.89	50.93	52.85	54.78	56.72	58.6	60.4	62.1	63.66	65.09	66.39	67.58	68.65	69.63	70.53	71.36	72.13	72.85	73.53
63	"Mauritania"	478	38.32	40.28	42.16	43.96	47.49	50.27	52.77	53.93	54.93	55.29	55.63	55.89	57.38	58.69	59.94	61.4	63.01	64.5	65.86	67.09	68.21	69.23	70.16	71.02	71.81	72.55	73.25	73.9	74.51	75.09
64	"Niger"	562	37.33	37.59	37.73	37.9	38.27	38.91	39.61	40.26	42.45	46.08	49.62	52.66	54.79	56.73	58.61	60.41	62.1	63.67	65.1	66.4	67.58	68.66	69.64	70.54	71.37	72.14	72.86	73.53	74.16	74.76
65	"Nigeria"	566	33.96	35.94	37.88	39.77	42.11	43.67	44.6	44.59	44.36	44.33	46.99	49.5	51.69	53.75	55.49	57.26	58.95	60.57	62.1	63.57	64.93	66.19	67.37	68.47	69.51	70.48	71.39	72.26	73.07	73.84
66	"Senegal"	686	36.29	37.66	38.35	39.09	40.91	44.35	48.29	51.43	52.79	53.97	55.59	57.19	58.63	59.88	61.08	62.46	64	65.4	66.67	67.83	68.88	69.84	70.73	71.54	72.3	73.01	73.67	74.3	74.89	75.46
67	"Sierra Leone"	694	28.4	29.58	30.94	32.99	35.68	39.73	43.41	39.57	35.98	36.67	40.98	45.65	47.53	49.32	51.19	53.11	55.05	56.97	58.85	60.64	62.32	63.86	65.27	66.56	67.73	68.79	69.76	70.65	71.47	72.23
68	"Togo"	768	34.02	36.92	39.78	42.54	45.32	47.24	49.01	50.65	51.94	52.86	53.74	54.24	56.24	58.37	60.09	61.75	63.25	64.64	65.91	67.11	68.22	69.25	70.22	71.12	71.97	72.78	73.55	74.27	74.95	75.57
69	"Asia"	935	42.83829335	44.58438301	45.20187303	53.7896661	55.86086113	58.72184418	60.16359837	62.18017329	63.54914748	64.67355227	65.94902003	67.21105515	68.54323912	69.63844732	70.63060496	71.55107451	72.39977957	73.1662887	73.89158934	74.56891572	75.20085516	75.79395576	76.34539678	76.88001904	77.39856246	77.89603596	78.37795291	78.85390118	79.32481773	79.79124539
70	"Eastern Asia"	906	46.11755601	46.31595028	44.34471445	59.91986819	63.50371702	65.37884012	66.83555789	68.11266851	69.13348564	69.93998647	70.90638917	72.03598585	73.00334889	73.87432212	74.63305288	75.34779723	76.00745482	76.61593137	77.23447219	77.82912583	78.40231165	78.94911719	79.46628197	79.98326327	80.48636021	80.98682251	81.46558751	81.95807367	82.44479591	82.92856656
71	"China"	156	44.59	44.45	41.96	59.19	63.02	64.75	66.17	67.4	68.4	69.27	70.02	71.1	72.07	72.98	73.8	74.58	75.31	75.97	76.63	77.25	77.84	78.4	78.94	79.48	79.99	80.5	80.98	81.47	81.94	82.41
72	"China, Hong Kong SAR"	344	58.99	61.85	64.86	67.04	68.99	70.76	72.37	73.87	75.27	76.58	77.84	79.04	80.21	80.77	81.32	81.86	82.39	82.91	83.43	83.94	84.45	84.96	85.46	85.96	86.46	86.96	87.45	87.94	88.43	88.92
73	"China, Macao SAR"	446	59.37	62.08	64.5	66.65	68.56	70.27	71.81	73.2	74.48	75.64	76.73	77.74	79.09	79.67	80.23	80.78	81.33	81.87	82.4	82.93	83.44	83.96	84.47	84.98	85.49	85.97	86.49	86.97	87.47	87.96
74	"Dem. People's Rep. of Korea"	408	48.5	52.4	54.8	57.6	60.8	63.5	65.4	67	66.08	60	64.18	64.8	65.89	66.75	67.56	68.48	69.48	70.39	71.23	72.01	72.74	73.42	74.06	74.66	75.24	75.79	76.31	76.81	77.3	77.76
75	"Japan"	392	60.4	64.07	66.5	68.68	70.47	72.64	74.12	75.53	76.27	77.07	78.28	79.25	80.1	80.8	81.35	81.88	82.4	82.93	83.44	83.96	84.46	84.97	85.47	85.98	86.47	86.99	87.48	87.97	88.46	88.95
76	"Mongolia"	496	41.75	44.07	49.05	52.12	54.6	54.97	55.4	57.72	58.02	59.5	60.82	63.4	65.04	66.35	67.54	68.78	70.03	71.14	72.14	73.05	73.88	74.65	75.37	76.05	76.69	77.3	77.88	78.43	78.96	79.48
77	"Republic of Korea"	410	46.04	49.03	52.27	55.78	59.54	60.94	63.2	66.24	68.72	71.07	73.8	76.48	77.26	77.9	78.54	79.14	79.71	80.28	80.83	81.38	81.92	82.45	82.97	83.49	84	84.51	85.01	85.52	86.02	86.53
78	"Taiwan, Province of China"	158	56.44	60.37	62.55	64.48	67.06	68.46	69.95	71.09	71.94	72.53	74.23	75.25	76	76.63	77.25	77.82	78.39	78.93	79.45	79.97	80.49	80.97	81.45	81.9	82.36	82.82	83.27	83.71	84.15	84.59
79	"South-Central Asia"	921	39.60487353	42.62806266	45.6172562	48.6628318	49.51464292	54.26296069	55.22029493	57.38952581	58.9111028	60.24240012	61.76921063	63.15233512	64.66704104	65.94797465	67.12514353	68.21184907	69.22403794	70.15129792	71.01122062	71.80562686	72.53839952	73.22986586	73.871655	74.4733789	75.050087	75.59200916	76.1171667	76.62020134	77.10763979	77.58106924
80	"Central Asia"	5500	50.58440826	52.65325634	54.64083943	56.63955305	58.19008194	59.21974681	60.67947145	62.26035367	60.99609879	60.06636605	61.26666678	62.21112478	63.89184872	65.3456035	66.65854367	67.85854976	68.96946923	69.98776145	70.90551455	71.74658084	72.51800378	73.23888288	73.92204853	74.55072131	75.14240321	75.69460992	76.21853437	76.71234882	77.18909264	77.65291455
81	"Kazakhstan"	398	50.15	52.19	54.22	56.26	57.79	58.83	60.41	62.35	60.53	57.46	59.07	60.18	62.29	63.84	65.25	66.54	67.71	68.77	69.74	70.64	71.46	72.22	72.94	73.6	74.23	74.83	75.4	75.94	76.46	76.95
82	"Kyrgyzstan"	417	48.75	50.89	53.04	55.18	56.82	57.96	59.61	61.97	62.09	61.95	62.68	62.66	64.32	65.69	66.94	68.07	69.1	70.04	70.91	71.71	72.46	73.16	73.81	74.43	75.02	75.58	76.11	76.62	77.11	77.59
83	"Tajikistan"	762	50.75	52.79	54.82	56.86	58.44	59.48	60.17	60.97	58.6	59.28	60.93	63.29	64.75	66.09	67.3	68.4	69.4	70.32	71.17	71.95	72.68	73.37	74.01	74.62	75.19	75.74	76.27	76.77	77.26	77.73
84	"Turkmenistan"	795	47.9	49.94	51.97	54.01	55.54	56.58	58.11	59.25	58.85	59.74	60.4	60.62	61.24	62.87	64.37	65.73	66.98	68.11	69.13	70.08	70.94	71.74	72.49	73.18	73.84	74.45	75.04	75.6	76.13	76.64
85	"Uzbekistan"	860	52.4	54.44	56.47	58.51	60.04	61.08	62.61	64	63.01	63.6	64.06	64.33	65.7	66.95	68.08	69.11	70.05	70.92	71.72	72.47	73.17	73.82	74.44	75.02	75.58	76.11	76.63	77.12	77.59	78.05
86	"Southern Asia"	5501	39.30025136	42.30991669	45.28832649	48.36614166	49.2024253	54.07721066	55.01121443	57.19972885	58.83106176	60.25549701	61.79378283	63.18713756	64.69274323	65.96633319	67.13851881	68.22190816	69.2310451	70.15453676	71.01136718	71.80346325	72.53490618	73.22549596	73.86577917	74.46628841	75.04215747	75.5834659	76.10865163	76.61216438	77.1001521	77.57389091
87	"Afghanistan"	4	29.17	30.67	32.28	34.28	36.34	38.55	40.13	41.7	43.05	44.51	45.92	47.19	49.16	51.02	52.93	54.87	56.79	58.67	60.47	62.15	63.71	65.12	66.42	67.6	68.67	69.64	70.54	71.38	72.16	72.88
88	"Bangladesh"	50	46.25	47.91	49.42	50.75	32.63	53.59	56.16	58.59	60.97	63.46	65.67	67.41	68.53	69.81	70.94	71.96	72.88	73.72	74.5	75.23	75.91	76.55	77.17	77.76	78.32	78.87	79.4	79.91	80.41	80.9
89	"Bhutan"	64	35.94	36.32	37.29	38.9	41.08	43.81	46.76	49.38	53.02	57.27	61.83	64.08	65.89	67.49	68.9	70.13	71.23	72.22	73.12	73.94	74.7	75.42	76.09	76.73	77.33	77.91	78.47	79.02	79.54	80.05
90	"India"	356	38.72	41.76	44.9	48.21	51.32	54.3	56.2	57.65	58.48	59.92	61.38	62.8	64.44	65.8	67.04	68.16	69.19	70.12	70.98	71.78	72.52	73.22	73.87	74.48	75.07	75.62	76.15	76.66	77.15	77.63
91	"Iran (Islamic Republic of)"	364	39.53	43.49	46.85	49.73	52.48	55.93	37.66	49.51	65.66	67.88	69.23	70.33	71.5	72.47	73.34	74.15	74.9	75.6	76.26	76.89	77.49	78.06	78.62	79.16	79.68	80.18	80.68	81.16	81.64	82.11
92	"Maldives"	462	35.1	37.11	39.43	43.16	46.92	51.02	56.49	59.99	62.85	67.35	71.83	74.64	75.98	77.07	78.06	78.83	79.43	80	80.57	81.12	81.66	82.19	82.72	83.24	83.76	84.27	84.78	85.29	85.79	86.29
93	"Nepal"	524	36.76	38.06	39.56	41.52	44.23	46.99	49.85	52.9	55.61	59.29	63	66.71	68.14	69.47	70.64	71.69	72.63	73.5	74.29	75.03	75.72	76.38	77	77.6	78.17	78.72	79.25	79.77	80.28	80.77
94	"Pakistan"	586	40.96	44.69	48.15	51.47	54.58	56.69	58.19	59.45	60.72	61.87	62.89	63.78	64.85	65.77	66.63	67.45	68.22	68.95	69.65	70.31	70.93	71.53	72.1	72.65	73.18	73.68	74.17	74.63	75.09	75.52
