"Index"	"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
95	"Sri Lanka"	144	51.81	54.77	56.18	59.18	62.41	65.05	66.87	65.82	66.77	65.47	69.52	71.2	72.12	73.03	73.86	74.63	75.34	76.02	76.66	77.27	77.85	78.42	78.96	79.49	80	80.5	80.99	81.46	81.93	82.4
96	"South-Eastern Asia"	920	41.1442912	44.69227891	47.74781747	50.38789599	52.28554114	54.77516377	58.22599569	60.71748905	62.86145336	64.44662284	65.9447089	67.16764617	68.82934154	70.16342494	71.32987241	72.35043999	73.26892698	74.08879266	74.84705761	75.54352088	76.19484419	76.81653046	77.40128384	77.96441484	78.50237748	79.03209228	79.54113909	80.0345118	80.53215017	81.01945302
97	"Brunei Darussalam"	96	56.21	59.42	62.14	64.41	66.36	68.06	69.58	70.95	72.22	73.4	74.51	75.29	75.99	76.61	77.22	77.75	78.21	78.65	79.07	79.49	79.9	80.3	80.69	81.07	81.44	81.82	82.18	82.54	82.89	83.22
98	"Cambodia"	116	38.1	40	42	44	39	30	46.66	52.65	54.15	55.49	57.74	60.21	62.16	64.11	65.93	67.5	68.86	70.05	71.13	72.09	73.02	73.91	74.67	75.38	76.06	76.72	77.35	77.97	78.54	79.06
99	"Indonesia"	360	37.74	41.9	45.72	48.68	51.83	54.66	57.2	59.46	61.46	63.25	64.86	66.29	68.28	69.84	71.16	72.22	73.13	73.94	74.72	75.43	76.08	76.74	77.34	77.91	78.47	79.02	79.55	80.04	80.55	81.03
100	"Lao People's Dem. Republic"	418	40.57	41.75	42.9	44.06	45.23	46.78	48.52	51.3	55.07	58.73	61.55	64.77	66.42	67.95	69.3	70.49	71.55	72.51	73.38	74.19	74.93	75.63	76.29	76.92	77.52	78.09	78.65	79.18	79.7	80.21
101	"Malaysia"	458	54.47	57.28	59.7	61.73	63.49	65.03	66.39	67.59	68.65	69.6	70.46	71.24	72.51	73.4	74.21	74.95	75.65	76.31	76.94	77.52	78.09	78.64	79.19	79.72	80.22	80.72	81.2	81.66	82.13	82.58
102	"Myanmar"	104	34.62	39.76	42.71	46.81	50.19	53.07	53.96	54.64	57.45	59.79	61.06	62.08	64.13	65.94	67.53	68.93	70.16	71.26	72.24	73.14	73.96	74.72	75.43	76.11	76.74	77.35	77.93	78.49	79.03	79.55
103	"Philippines"	608	54.1	55.79	57.35	58.53	59.56	60.5	61.35	62.12	62.81	63.45	64.02	64.54	66	67.22	68.32	69.48	70.65	71.71	72.65	73.5	74.31	75.03	75.72	76.39	77	77.61	78.17	78.71	79.26	79.78
104	"Singapore"	702	57.52	60.81	63.4	64.26	65.97	68.2	69.53	71.9	74.43	75.63	77.22	78.48	78.91	79.52	80.09	80.64	81.18	81.74	82.27	82.8	83.31	83.82	84.34	84.84	85.34	85.84	86.34	86.84	87.33	87.82
105	"Thailand"	764	48.68	51.89	54.5	56.54	58.5	60.99	64.68	68.97	68.89	68.44	69.29	70.17	71.1	71.99	72.91	73.75	74.52	75.25	75.93	76.57	77.19	77.78	78.34	78.89	79.41	79.93	80.43	80.92	81.4	81.87
106	"Timor-Leste"	626	29.57	31.94	34.42	36.9	39.23	30	39.19	42.49	47.8	53.04	57.42	59.94	62.12	64.15	65.93	67.54	68.93	70.16	71.24	72.24	73.11	73.95	74.71	75.41	76.08	76.7	77.32	77.89	78.46	78.99
107	"Viet Nam"	704	39.1	41.3	43.5	45.7	45.31	49.67	56.78	61.05	66.1	68.98	71.19	72.33	73.42	74.31	75.13	75.86	76.51	77.12	77.71	78.28	78.83	79.36	79.87	80.38	80.87	81.35	81.82	82.29	82.74	83.19
108	"Western Asia"	922	45.13849219	47.58932301	49.59043612	51.41177125	53.94624481	57.02708005	57.75725286	61.9529815	64.70892606	66.69926088	68.52646707	69.39637934	71.01560997	71.91854267	72.83456098	73.74151457	74.5917575	75.3838834	76.10374292	76.76153672	77.38766459	77.97497669	78.51621262	79.0233462	79.50521064	79.96688856	80.41974352	80.87026072	81.31219733	81.74513354
109	"Armenia"	51	59.75	61.82	63.89	66.01	67.59	67.31	67.73	65.9	64.5	66.58	68.86	70.21	70.99	71.78	72.53	73.22	73.95	74.71	75.43	76.1	76.73	77.34	77.92	78.48	79.02	79.55	80.06	80.56	81.04	81.52
110	"Azerbaijan"	31	54.4	56.36	58.33	60.29	61.76	61.17	61.04	62.15	59.36	62.45	65	67.09	68	69.04	69.99	70.86	71.77	72.71	73.57	74.36	75.09	75.78	76.43	77.05	77.65	78.22	78.77	79.3	79.82	80.32
111	"Bahrain"	48	38.91	44.78	52.37	59.07	63.69	67.03	69.34	70.82	71.72	72.55	73.31	74.03	74.7	75.27	75.88	76.53	77.15	77.74	78.3	78.85	79.38	79.89	80.4	80.89	81.37	81.84	82.3	82.76	83.21	83.66
112	"Cyprus"	196	64.8	66.75	68.44	69.89	71.16	72.26	73.24	74.11	74.89	75.6	76.25	76.84	77.67	78.25	78.81	79.34	79.85	80.35	80.84	81.31	81.79	82.25	82.71	83.16	83.6	84.04	84.48	84.91	85.33	85.77
113	"Georgia"	268	56.75	58.71	60.68	62.64	64.11	65.57	65.64	66.5	66.5	67.25	68.82	69.36	70.52	71.35	72.12	72.84	73.6	74.39	75.12	75.81	76.46	77.08	77.67	78.24	78.79	79.32	79.84	80.34	80.83	81.31
114	"Iraq"	368	38.59	45.88	51.92	56.32	59.05	60.7	44.47	56.81	67.59	68.33	67.55	63.37	67.63	68.43	69.43	70.61	71.66	72.61	73.47	74.27	75.01	75.7	76.36	76.98	77.58	78.15	78.7	79.24	79.76	80.26
115	"Israel"	376	67.56	68.64	69.56	70.27	70.99	71.89	72.85	73.98	75.1	76.23	77.4	78.36	79.63	80.45	81.11	81.66	82.19	82.72	83.24	83.76	84.27	84.78	85.28	85.78	86.29	86.78	87.28	87.78	88.27	88.76
116	"Jordan"	400	48.46	51.95	55.12	58.34	61.62	64.56	66.79	68.55	69.81	70.62	71.16	71.65	72.19	72.74	73.26	73.91	74.68	75.39	76.07	76.71	77.31	77.9	78.46	79	79.52	80.03	80.53	81.02	81.5	81.97
117	"Kuwait"	414	54.28	58.09	61.34	63.99	66.11	68.05	69.78	71.1	71.98	72.6	73.07	73.47	74.01	74.49	74.94	75.51	76.18	76.81	77.41	77.99	78.55	79.09	79.61	80.12	80.62	81.1	81.58	82.05	82.51	82.96
118	"Lebanon"	422	54.3	57.8	60.3	62	63.4	63.9	64.7	65.6	67.2	68.2	68.94	69.86	70.74	71.66	72.61	73.48	74.27	75.01	75.71	76.36	76.99	77.58	78.15	78.71	79.24	79.76	80.26	80.76	81.24	81.71
119	"Occupied Palestinian Territory"	275	44.68	46.29	48.9	52.27	55.69	59.28	62.78	65.54	67.34	68.9	69.83	70.6	71.5	72.26	72.97	73.72	74.5	75.22	75.91	76.55	77.17	77.76	78.32	78.87	79.4	79.91	80.41	80.9	81.38	81.85
120	"Oman"	512	37.34	39.8	42.87	46.78	51.83	56.88	62.12	67.16	71.09	72.42	73.57	70.88	71.37	72.72	73.58	74.37	75.1	75.79	76.44	77.06	77.65	78.22	78.77	79.3	79.82	80.33	80.82	81.3	81.77	82.24
121	"Qatar"	634	52.24	55.84	59.52	62.95	66.41	69.29	71.33	73	74.46	75.76	76.95	78.07	78.68	79.21	79.73	80.24	80.73	81.22	81.69	82.16	82.62	83.07	83.52	83.96	84.39	84.83	85.26	85.68	86.11	86.53
122	"Saudi Arabia"	682	38.87	41.81	44.86	48.6	53.41	58.93	63.3	66.33	68.58	69.64	70.73	72.24	73.19	74.01	74.77	75.48	76.15	76.78	77.39	77.97	78.52	79.06	79.59	80.1	80.59	81.08	81.56	82.03	82.49	82.94
123	"Syrian Arab Republic"	760	45.37	48.8	52.37	56.1	59.95	63.01	65.88	68.53	70.75	72.2	73.12	73.91	74.45	75.18	75.87	76.52	77.13	77.72	78.29	78.84	79.37	79.88	80.38	80.87	81.35	81.83	82.29	82.75	83.2	83.64
124	"Turkey"	792	45.9	46.47	46.8	47.19	49.38	52.72	56.41	59.6	62.33	65.63	68.73	70.7	72.04	72.85	73.7	74.48	75.21	75.89	76.54	77.15	77.74	78.31	78.85	79.38	79.9	80.4	80.89	81.37	81.84	82.31
125	"United Arab Emirates"	784	42.45	46.37	51.57	57.74	62.45	65.7	68.06	70.01	71.55	72.94	74.19	75.25	76	76.64	77.25	77.83	78.4	78.94	79.47	79.98	80.48	80.97	81.45	81.92	82.38	82.84	83.29	83.73	84.17	84.61
126	"Yemen"	887	34.85	36.2	37.53	38.82	40.23	45.04	50.25	53.95	55.5	57.05	60.02	62.52	64.5	66.26	67.82	69.18	70.39	71.46	72.43	73.31	74.11	74.87	75.57	76.23	76.86	77.46	78.04	78.6	79.13	79.65
127	"Europe"	908	62.90285704	65.11770067	66.45123918	66.89556682	67.12794344	67.25733018	67.65743744	68.98884882	68.33548976	68.90424072	69.60469824	71.41416818	72.80774608	73.94277788	74.9770245	75.88679571	76.68103715	77.40985451	78.10193342	78.76914159	79.44398505	80.10666504	80.7538581	81.38297292	81.99335758	82.58182701	83.14846919	83.69077288	84.22136916	84.74268834
128	"Eastern Europe"	923	60.61740335	63.50992814	65.32220953	65.34951563	64.92437099	64.07937088	63.74046818	65.21528808	63.09578993	62.52968762	62.39334179	64.34755837	65.95240022	67.29657731	68.51283821	69.60574527	70.60016718	71.51759955	72.38041952	73.20135824	74.03431793	74.8289394	75.56625127	76.25419968	76.90201822	77.51689899	78.10825824	78.67743983	79.22985565	79.76076684
129	"Belarus"	112	61.1	63.1	64.6	65.6	66.6	65.8	65.6	66.55	64.5	62.49	62.73	63.59	65.16	66.45	67.63	68.7	69.68	70.57	71.4	72.17	73.01	73.85	74.62	75.34	76.01	76.65	77.26	77.85	78.41	78.95
130	"Bulgaria"	100	60.31	64.63	68.31	68.9	68.85	68.62	68.48	68.28	67.74	67.42	68.71	69.21	70.28	71.06	71.79	72.58	73.4	74.15	74.87	75.55	76.19	76.79	77.38	77.95	78.5	79.03	79.55	80.06	80.56	81.04
131	"Czech Republic"	203	64.48	66.84	67.31	66.63	67	67.13	67.23	67.81	68.81	70.75	72.2	73.78	74.74	75.53	76.27	76.96	77.62	78.25	78.86	79.46	80.03	80.59	81.14	81.69	82.22	82.75	83.27	83.78	84.3	84.81
132	"Hungary"	348	61.88	64.69	66.47	66.83	66.44	66.35	65.28	65.41	64.94	66.53	68.36	69.54	70.83	71.86	72.79	73.64	74.42	75.15	75.84	76.49	77.11	77.7	78.27	78.81	79.34	79.86	80.36	80.85	81.34	81.81
133	"Poland"	616	58.6	63.2	65.13	66.5	66.99	66.65	66.92	66.75	66.76	68.48	70.31	71.17	72.15	73.05	73.88	74.65	75.36	76.04	76.68	77.29	77.87	78.43	78.97	79.5	80.01	80.51	81	81.48	81.95	82.41
134	"Republic of Moldova"	498	55	57	59	61	61.6	61.6	61.7	64.1	63.56	62.64	63.66	64.42	66.15	67.35	68.45	69.45	70.49	71.55	72.51	73.38	74.19	74.93	75.63	76.29	76.92	77.52	78.09	78.65	79.18	79.7
135	"Romania"	642	59.4	62.4	65.15	65.32	66.64	67.13	66.93	66.53	66.1	66.07	67.9	69.57	70.61	71.66	72.61	73.47	74.27	75.01	75.7	76.36	76.98	77.58	78.15	78.7	79.24	79.76	80.26	80.76	81.24	81.71
136	"Russian Federation"	643	60.5	62.52	64.122	63.766	63.131	61.852	61.45	63.86	60.57	59.6	58.56	61.56	63.32	64.78	66.11	67.31	68.41	69.42	70.33	71.18	72.11	73.01	73.85	74.62	75.34	76.01	76.65	77.26	77.85	78.41
137	"Slovakia"	703	62.52	66.66	68.27	67.49	66.78	66.91	66.8	66.95	67.44	68.69	69.82	70.73	71.89	72.94	73.88	74.7	75.41	76.08	76.72	77.33	77.91	78.47	79.01	79.53	80.05	80.54	81.03	81.51	81.98	82.44
138	"Ukraine"	804	61.29	65.43	67.44	67.14	65.3	64.2	64.41	66.01	63.62	61.89	61.95	61.78	63.52	64.96	66.27	67.47	68.55	69.54	70.57	71.63	72.58	73.45	74.24	74.99	75.68	76.34	76.97	77.56	78.13	78.69
139	"Northern Europe"	924	66.50562296	67.72675295	68.21268021	68.69387008	69.04360825	69.64496494	70.70075759	71.67853181	72.46043728	73.67776037	75.19579676	76.48881444	77.51391118	78.26361723	78.92884567	79.57082476	80.16591811	80.74873067	81.31776298	81.87579309	82.44106058	82.98471381	83.52042552	84.04787054	84.57373746	85.08885655	85.60038435	86.09533622	86.60026814	87.09227594
140	"Channel Islands"	830	66.63	67.63	67.92	68.48	68.93	69.77	71.03	72.06	73.33	74.45	75.96	77.32	78.03	78.65	79.26	79.85	80.42	80.99	81.55	82.11	82.65	83.2	83.75	84.29	84.83	85.38	85.92	86.47	87.02	87.57
141	"Denmark"	208	69.59	70.4	70.4	70.52	70.87	71.32	71.42	71.81	72.49	73.49	74.87	75.99	76.72	77.4	78.04	78.67	79.27	79.86	80.42	80.98	81.52	82.06	82.59	83.1	83.62	84.12	84.63	85.13	85.63	86.13
142	"Estonia"	233	61.7	64.2	65.04	65.72	65.677	64.474	64.06	65.58	62.89	63.55	65.56	68.35	69.76	70.9	71.92	72.85	73.69	74.47	75.2	75.89	76.53	77.15	77.74	78.3	78.85	79.38	79.89	80.4	80.89	81.37
143	"Finland"	246	62.66	64.6	65.45	65.73	66.51	68.08	69.96	70.58	71.77	73.3	74.8	75.89	77.15	78.16	78.94	79.53	80.12	80.68	81.24	81.79	82.32	82.85	83.37	83.88	84.4	84.89	85.4	85.9	86.39	86.89
144	"Iceland"	352	69.86	70.96	71.13	71.09	71.23	73.37	73.8	75.09	76.18	76.77	78.62	79.49	80.26	80.82	81.38	81.93	82.47	83.01	83.53	84.04	84.55	85.06	85.57	86.07	86.57	87.06	87.56	88.05	88.55	89.03
145	"Ireland"	372	65.39	67.32	68.24	68.63	68.77	69.36	70.39	71.35	72.56	73.23	75.06	77.33	78.44	79.06	79.65	80.21	80.77	81.31	81.84	82.37	82.9	83.42	83.93	84.44	84.95	85.45	85.95	86.45	86.94	87.44
146	"Latvia"	428	62.5	65	66.39	66.28	65.39	63.95	63.88	65.81	61.94	63.58	65.7	66.88	68.79	70.04	71.15	72.14	73.05	73.88	74.64	75.36	76.04	76.68	77.28	77.87	78.43	78.97	79.5	80.01	80.51	81
147	"Lithuania"	440	61.5	64.5	67	67.58	66.98	65.96	66.1	67.2	64.32	65.06	66.26	65.46	67.22	68.33	69.34	70.39	71.46	72.43	73.31	74.12	74.87	75.57	76.23	76.86	77.46	78.04	78.6	79.13	79.66	80.16
148	"Norway"	578	70.84	71.41	71.09	71.15	71.29	72.07	72.61	72.68	74.05	75.35	76.61	78.12	79.12	79.85	80.43	80.99	81.54	82.07	82.6	83.12	83.65	84.17	84.67	85.17	85.67	86.17	86.66	87.15	87.64	88.13
149	"Sweden"	752	70.31	71.16	71.48	71.78	72.11	72.34	73.35	74.16	75.33	76.66	77.78	78.78	79.65	80.47	81.15	81.69	82.24	82.77	83.3	83.81	84.33	84.83	85.34	85.84	86.34	86.83	87.33	87.81	88.31	88.79
150	"United Kingdom"	826	66.67	67.67	67.97	68.52	68.97	69.82	71.07	72.11	73.38	74.5	76.01	77.38	78.25	78.86	79.44	80.03	80.57	81.13	81.67	82.2	82.75	83.27	83.78	84.29	84.8	85.3	85.8	86.29	86.79	87.28
151	"Southern Europe"	925	61.65059731	64.11197967	65.78162788	67.13506597	68.50262801	69.7104661	70.844126	72.00363932	72.25029592	74.07180097	75.56702675	76.76243303	77.79699641	78.49773401	79.166886	79.80148931	80.39450124	80.96779695	81.5278297	82.05859341	82.56246593	83.05952794	83.55797488	84.05635323	84.56083574	85.06754583	85.58744733	86.09782403	86.5995701	87.09943106
152	"Albania"	8	54.4	58.5	63.7	65.1	66	66.8	68	69.2	68.44	70.09	72.37	73.43	74.23	74.97	75.66	76.32	76.95	77.54	78.12	78.67	79.2	79.72	80.22	80.71	81.19	81.66	82.12	82.57	83.02	83.45
153	"Bosnia and Herzegovina"	70	52.6	56.9	60.1	62.6	65.2	67.4	67.95	69.2	55.82	70.5	71.62	72.43	73.3	73.95	74.56	75.21	75.89	76.54	77.16	77.74	78.31	78.86	79.39	79.9	80.4	80.89	81.37	81.84	82.31	82.77
154	"Croatia"	191	59	62.4	64.5	65.3	66.2	67.1	66.4	67	68.29	70.93	71.35	72.45	73.32	74.23	75.06	75.82	76.54	77.22	77.87	78.49	79.1	79.68	80.25	80.81	81.36	81.9	82.43	82.95	83.47	83.98
155	"Greece"	300	64.3	66.3	67.9	69.3	70.6	71.7	72.84	74	74.77	75.21	76.28	77.02	77.62	78.19	78.74	79.27	79.79	80.29	80.78	81.27	81.74	82.21	82.66	83.12	83.56	84	84.44	84.87	85.3	85.73
156	"Italy"	380	64.45	66.08	66.91	67.94	69.11	70.15	71.41	72.97	74.01	75.45	77.21	78.58	79.24	79.82	80.37	80.94	81.47	82.03	82.56	83.08	83.59	84.09	84.6	85.1	85.61	86.11	86.62	87.11	87.6	88.1
157	"Malta"	470	64.16	64.69	66.15	67.52	68.81	70.04	71.2	72.31	73.37	74.39	75.38	76.34	77.61	78.24	78.85	79.44	80.02	80.58	81.14	81.68	82.22	82.75	83.27	83.78	84.29	84.8	85.31	85.8	86.3	86.8
158	"Montenegro"	499	58.35	60.16	61.97	65.04	68.11	70.423	71.534	72.296	72.79	72.11	71.85	71.55	72.5	73.38	74.18	74.92	75.62	76.28	76.91	77.5	78.08	78.63	79.16	79.68	80.18	80.67	81.14	81.61	82.06	82.51
159	"Portugal"	620	57.32	59.31	61.29	63.02	64.91	66.54	68.78	70.3	71.05	72.23	73.93	75.32	76.81	77.41	77.97	78.53	79.08	79.58	80.11	80.61	81.07	81.56	82.03	82.49	82.95	83.38	83.82	84.26	84.69	85.12
160	"Serbia"	688	57.13	60.7	63.3	65.2	66.8	68.1	67.7	68.75	69.19	69.9	70.89	71.7	72.45	73.14	73.8	74.5	75.22	75.9	76.55	77.16	77.75	78.32	78.87	79.39	79.91	80.41	80.9	81.38	81.85	82.32
161	"Slovenia"	705	63	65.1	66.1	65.6	66	67	67.01	68.39	69.6	71.16	72.78	74.97	76.09	76.79	77.46	78.1	78.71	79.31	79.89	80.45	81.01	81.55	82.09	82.62	83.14	83.66	84.17	84.68	85.18	85.69
162	"Spain"	724	61.78	65.09	67.1	68.45	69.64	71.09	72.76	73.3	73.77	74.9	76.24	77.22	78.82	79.66	80.49	81.14	81.7	82.21	82.76	83.28	83.77	84.29	84.8	85.31	85.81	86.31	86.81	87.31	87.8	88.29
163	"TFYR Macedonia"	807	54.95	58.7	61.65	64.24	66.05	67.9	67.68	68.91	69.43	70.33	71.02	72.12	73.04	73.7	74.33	74.99	75.69	76.34	76.97	77.56	78.14	78.69	79.22	79.74	80.25	80.74	81.23	81.7	82.17	82.63
164	"Western Europe"	926	65.35040894	66.79390296	67.59746354	68.02809776	68.54638189	69.6188201	70.77806082	72.11613094	73.02639241	74.42250872	75.89546293	77.43793324	78.35095822	79.19995174	79.99483897	80.65987925	81.20929808	81.74549972	82.28064716	82.80940124	83.33370251	83.85399824	84.36961723	84.88168684	85.38701072	85.8933706	86.39190573	86.89272794	87.39128859	87.88369408
165	"Austria"	40	63.56	64.8	66.25	66.67	67.01	68.3	69.4	71.26	72.57	74.05	75.78	77.41	78.4	79.29	80.12	80.8	81.35	81.89	82.42	82.94	83.46	83.98	84.49	84.99	85.5	86	86.5	87	87.49	87.99
166	"Belgium"	56	65.9	67.37	67.12	67.61	68.43	69.41	70.62	72.22	72.96	74.31	75.11	76.95	77.16	77.81	78.44	79.04	79.63	80.2	80.76	81.31	81.85	82.38	82.9	83.42	83.94	84.45	84.96	85.46	85.96	86.46
167	"France"	250	64.24	66.1	67.24	67.74	68.62	69.67	70.74	72.06	73.25	74.56	75.97	77.48	78.46	79.34	80.17	80.85	81.4	81.93	82.47	82.99	83.51	84.02	84.53	85.04	85.54	86.05	86.54	87.04	87.54	88.03
168	"Germany"	276	65.3	66.6	67.4	67.8	67.9	69	70.3	71.72	72.58	74.11	75.73	77.2	78.19	79.1	79.94	80.63	81.18	81.72	82.25	82.78	83.3	83.82	84.33	84.84	85.34	85.84	86.34	86.84	87.34	87.83
169	"Luxembourg"	442	63.1	64.5	65.94	66.53	66.77	67.79	69.37	70.72	72.28	73.57	74.95	76.7	77.61	78.58	79.47	80.18	80.75	81.3	81.85	82.4	82.91	83.43	83.95	84.46	84.97	85.47	85.98	86.47	86.96	87.45
170	"Netherlands"	528	70.64	71.25	71.19	71.01	71.2	71.98	72.81	73.47	74.22	75.08	76.25	78.05	78.85	79.44	80.02	80.58	81.13	81.67	82.21	82.73	83.25	83.77	84.28	84.79	85.3	85.8	86.3	86.8	87.29	87.79
171	"Switzerland"	756	67	68.1	68.67	69.64	70.58	71.84	72.69	73.8	74.67	76.06	77.91	79.31	80.17	80.95	81.71	82.34	82.86	83.38	83.9	84.41	84.92	85.42	85.92	86.42	86.92	87.42	87.91	88.41	88.9	89.39
172	"Latin America and the Caribbean"	904	49.57962967	52.38180966	54.78683157	56.65769361	58.51774992	60.52339054	62.11759722	63.89738337	65.59707564	67.39881329	68.86461315	70.22687054	71.60328008	72.59592062	73.47629932	74.30184306	75.07521131	75.76849189	76.41108057	77.0087591	77.58509358	78.14215832	78.67483468	79.18681587	79.68088191	80.16054027	80.62565479	81.07796049	81.51219049	81.94517727
173	"Caribbean"	915	50.53494979	53.66625009	56.62833602	59.2265322	61.14392759	62.36131588	63.55506548	64.57548354	65.54267323	66.73953474	67.88225524	69.33564508	70.30785759	71.17034789	72.03484763	72.87574858	73.68418814	74.42139388	75.0823825	75.67817374	76.25286145	76.77607904	77.28581884	77.79172444	78.29285621	78.77932502	79.24909587	79.71533448	80.1829337	80.62574504
174	"Aruba"	533	59.1	63	64.8	66.4	67.5	68.8	70.5	70.8	71.1	71.2	71.51	72.28	72.99	73.65	74.28	74.95	75.64	76.3	76.93	77.53	78.1	78.66	79.19	79.71	80.22	80.71	81.2	81.67	82.14	82.6
175	"Bahamas"	44	58.27	60.77	61.01	62.96	63.21	63.29	64.54	66.02	66.41	68.09	69.81	71.6	72.72	74.18	75.01	75.77	76.32	76.84	77.62	78.06	78.71	79.36	79.82	80.35	80.94	81.46	82.06	82.69	83.29	83.83
176	"Barbados"	52	55	60.2	63.5	65.2	66.9	68.7	70.2	71.52	72.12	72.3	72.61	73	73.91	74.68	75.39	76.06	76.7	77.31	77.89	78.45	78.99	79.52	80.03	80.53	81.02	81.5	81.97	82.43	82.88	83.33
177	"Cuba"	192	57.44	60.49	63.55	66.76	69.22	71.27	72.44	72.68	72.84	74.01	75.04	76.55	77.38	78.03	78.59	79.13	79.67	80.12	80.52	80.88	81.26	81.64	82	82.37	82.72	83.07	83.41	83.75	84.1	84.43
178	"Dominican Republic"	214	44.74	48.54	52.09	55.32	58.08	60.31	62.01	64.14	66.31	67.81	69.22	69.85	71.16	72.14	72.95	73.64	74.28	74.93	75.59	76.22	76.86	77.47	78.05	78.6	79.15	79.67	80.17	80.67	81.15	81.61
179	"Grenada"	308	59.56	60.2	60.85	61.49	62.13	62.77	63.41	65.68	68.85	71.12	72.78	73.71	74.49	75.22	75.9	76.55	77.16	77.75	78.31	78.86	79.39	79.9	80.41	80.9	81.38	81.85	82.31	82.77	83.22	83.67
180	"Guadeloupe"	312	51.82	55.19	58.19	60.87	63.28	65.48	67.5	69.37	71.11	72.73	74.26	75.71	76.11	76.79	77.42	78.05	78.69	79.3	79.89	80.48	81.05	81.62	82.18	82.73	83.29	83.84	84.37	84.91	85.43	85.95
181	"Haiti"	332	36.25	39.3	42.13	44.76	46.66	48.35	50.57	52.66	55	56.65	57.56	59.94	61.13	62.3	63.64	65.02	66.41	67.67	68.78	69.78	70.7	71.55	72.34	73.08	73.76	74.41	75.03	75.64	76.23	76.78
182	"Jamaica"	388	56.84	60.73	63.66	65.66	67.12	68.07	69.18	68.85	67.85	67.54	68	69.57	70.93	71.64	72.35	73.11	73.82	74.58	75.29	75.97	76.6	77.23	77.87	78.49	79.08	79.68	80.23	80.78	81.36	81.89
183	"Martinique"	474	54.42	57.71	60.74	63.49	65.69	67.68	69.5	71.16	72.69	74.12	75.45	76.68	77.29	77.87	78.43	78.97	79.49	80	80.5	80.99	81.45	81.92	82.38	82.84	83.28	83.73	84.17	84.6	85.03	85.46
184	"Netherlands Antilles"	530	59.08	62.97	64.77	66.37	67.77	69.47	70.87	71.43	71.47	71.11	71.2	72.65	73.51	74.3	75.04	75.73	76.38	77	77.58	78.15	78.63	79.06	79.46	79.87	80.28	80.67	81.05	81.41	81.78	82.14
185	"Puerto Rico"	630	61.67	65.7	66.41	67.81	68.94	70.19	70.63	70.58	69.53	70.35	73.72	74.69	75.38	76.06	76.69	77.29	77.87	78.43	78.97	79.5	80	80.51	81.01	81.49	81.96	82.42	82.87	83.32	83.76	84.2
186	"Saint Lucia"	662	52.36	54.28	56.75	59.96	62.39	64.82	67.24	68.24	69.26	69.71	70.64	71.42	72.2	72.91	73.56	74.27	75.02	75.71	76.36	76.98	77.58	78.15	78.7	79.24	79.75	80.26	80.75	81.23	81.71	82.18
187	"St. Vincent and the Grenadines"	670	49.78	50.87	55.01	58.04	60.02	63.05	64.7	66.1	67.1	67.5	68.58	69.59	70.49	71.32	72.1	72.82	73.49	74.13	74.73	75.3	75.85	76.37	76.87	77.35	77.82	78.27	78.71	79.13	79.55	79.95
188	"Trinidad and Tobago"	780	56.88	59.56	62.16	62.59	63.2	64.25	64.58	65.03	65.4	65.05	64.62	65.8	66.88	68.06	69.22	70.19	70.97	71.72	72.46	73.13	73.99	74.6	75.17	75.71	76.23	76.73	77.24	77.69	78.16	78.6
189	"United States Virgin Islands"	850	57.71	60.84	62.27	64.11	65.79	67.53	68.89	70.33	71.76	73.42	75.02	75.89	76.52	77.14	77.73	78.3	78.84	79.37	79.89	80.39	80.88	81.36	81.83	82.3	82.75	83.21	83.65	84.09	84.53	84.96
190	"Central America"	916	47.44447933	51.49342304	54.60937059	56.62875189	58.71084885	60.69755792	62.5894986	65.24795174	67.74897725	69.93511676	71.26556046	72.53055408	73.61776896	74.44550101	75.17521561	75.86626381	76.50967923	77.10868115	77.67473206	78.21045253	78.72861712	79.235982	79.72883408	80.21467615	80.68952495	81.15180352	81.6122861	82.07026852	82.50399442	82.94419975
191	"Belize"	84	56.06	58.66	61.04	63.92	66.14	68.08	69.58	70.55	70.87	71.47	72.28	73.93	74.89	76.18	76.44	76.85	77.21	77.46	78	78.4	78.94	79.46	79.98	80.58	81.09	81.47	81.82	82.15	82.49	82.89
192	"Costa Rica"	188	56.04	58.82	61.59	63.91	66.06	68.89	71.61	72.94	73.98	75.03	75.88	76.51	77.12	77.74	78.29	78.85	79.38	79.88	80.38	80.87	81.35	81.84	82.31	82.78	83.24	83.69	84.15	84.59	85.03	85.46
193	"El Salvador"	222	43.39	47.22	50.48	52.56	53.2	51.96	50.61	57.48	63.34	64.45	65.52	66.55	67.67	68.74	69.72	70.63	71.45	72.21	72.93	73.6	74.21	74.81	75.38	75.92	76.43	76.95	77.42	77.89	78.32	78.76
194	"Guatemala"	320	41.8	43.7	46.2	49	52.41	54.44	56.12	58.31	60.51	62.87	65.5	66.73	67.96	69.03	69.99	70.85	71.65	72.5	73.39	74.19	74.94	75.65	76.32	76.96	77.57	78.16	78.72	79.26	79.77	80.28
